episode_id,turn_count,total_assumptions,accommodated,dark_matter,conversion_rate,mean_lag,num_lags
How_to_Build_a_Terrific_Freelance_Consulting_Business,43,83,65,18,78.31,0.0,0
How_to_Buy___Sell_Businesses_without_Any_of_Your_Own_Money_w__Bart_Rupert,31,89,63,26,70.79,0.0,0
How_to_CE_Mark_a_Medical_Device,173,564,516,48,91.49,0.0,0
How_to_Calculate_Your_Net_Worth_for_Real_Estate_Investing_-_Episode_643,64,178,161,17,90.45,0.0,0
How_to_Choose_the_Right_Mentor_and_make__32_000_on_Your_First_Deal_with_Taylor_Anderson,97,226,167,59,73.89,0.0,0
How_to_Choose_the_Right_Non-Profit,3,3,2,1,66.67,0.0,0
How_to_Choose_the_Right_Tech_Stack_for_Your_Church,3,2,2,0,100.0,0.0,0
How_to_Completely_Overcome_the_One_Agonizing_Puzzle_Every_Artist_Faces,4,1,0,1,0.0,0.0,0
How_to_Create_Lifetime_Cash_Flow_Through_Multifamily_Properties___Rod_Khleif,13,28,21,7,75.0,0.0,0
How_to_Create_Lifetime_Cash_Flow_Through_Multifamily_Properties___Rod_Khleif_3,105,217,175,42,80.65,0.0,0
How_to_Create_Raving_Fans,3,1,1,0,100.0,0.0,0
How_to_Create_a_Coaching_Program_People_Want_to_Buy_-_Lucas_Rubix_-_CFR__442,28,75,57,18,76.0,0.0,0
How_to_Create_a_Family_Culture_That_Loves_to_Read,35,50,36,14,72.0,0.0,0
How_to_Create_a_Product_for_Your_Audience,2,2,2,0,100.0,0.0,0
How_to_Create_a_Virtual_Graduation_Experience_with_Jake_Sturgis__APR,39,122,97,25,79.51,0.0,0
How_to_Crush_It_With_Challenges_with_Pedro_Adao,23,69,59,10,85.51,0.0,0
How_to_Crush_It_With_Challenges_with_Pedro_Adao_2,23,71,57,14,80.28,0.0,0
How_to_Develop_Your_Spiritual_Endurance__God_s_Training_Drills_Part_1,2,1,1,0,100.0,0.0,0
How_to_Develop_a_Current_State_Value_Stream_Map,4,12,10,2,83.33,0.0,0
How_to_Develop_and_Adapt_your_Business_to_Ever-Changing_World_with_Ocean_Ronquillo_Morgan,39,63,39,24,61.9,0.0,0
How_to_Discern_God_s_Will,4,3,3,0,100.0,0.0,0
How_to_Eat_as_Vata__Pitta__or_Kapha,24,79,70,9,88.61,0.0,0
How_to_Find_Your_First_Paid_Speaking_Gig_with_Bryan_Allain__VIII,33,105,82,23,78.1,0.0,0
How_to_Find_the_Right_Syndicator_with_Feras_Moussa_2,22,18,14,4,77.78,0.0,0
How_to_Future-Proof_Your_Business_in_Times_of_Uncertainty_with_Chris_Ducker_2,37,131,112,19,85.5,0.0,0
How_to_Gain_Knowledge_About_Real_Estate_Investing,6,8,8,0,100.0,0.0,0
How_to_Get_Accurate_Employee_Surveys,17,33,23,10,69.7,0.0,0
How_to_Get_Amazon_Brand_Registry_and_a_Trademark_in_Just_Two_Weeks,61,178,144,34,80.9,0.0,0
How_to_Get_Infinite_Returns_with_Zero_Risk,22,46,35,11,76.09,0.0,0
How_to_Get_Out_of_your_Own_Way_and_Outsource_your_Business_with_Nick_Sonnenberg,37,59,46,13,77.97,0.0,0
How_to_Get_Started_As_a_New_Real_Estate_Agent-_Showing_expertise_from_a__96_million_a_year_producer,149,284,221,63,77.82,0.0,0
How_to_Get_Started_As_a_New_Real_Estate_Agent-_Showing_expertise_from_a__96_million_a_year_producer_2,149,273,223,50,81.68,0.0,0
How_to_Get_Your_First_Real_Estate_Deal_Done,6,8,7,1,87.5,0.0,0
How_to_Give_a_Great_Podcast_Interview_and_More,11,18,12,6,66.67,0.0,0
How_to_Go_From_Chief_Everything_Officer_to_Chief_Executive_Officer_with_James_P._Friel,25,58,46,12,79.31,0.0,0
How_to_Go_From_Chief_Everything_Officer_to_Chief_Executive_Officer_with_James_P._Friel_2,25,74,64,10,86.49,0.0,0
How_to_Go_from__0_to__500k_in_4_Years_on_Upwork_w__Josh_Burns,51,167,148,19,88.62,0.0,0
How_to_Grow_Your_Business_Like_Amazon_with_Steve_Anderson,41,105,82,23,78.1,0.0,0
How_to_Grow_Your_Business_by_Spending_Less_Time_in_It_a_In_Just_7_Minutes_with_John_Nieuwenburg,23,19,15,4,78.95,0.0,0
How_to_Hack_Sales_Funnels_in_the_COVID_Crisis_With_Mateo_Lopez,12,7,4,3,57.14,0.0,0
How_to_Haggle_and_Negotiate_as_a_Reseller___Flippin_Gals_Coffee_and_Questions,49,83,44,39,53.01,0.0,0
How_to_Have_a_Successful_Consulting_Practice_During_Uncertainty,26,60,42,18,70.0,0.0,0
How_to_Hire_and_Navigate_your_Business_During_COVID_with_Alex_Belew,83,141,88,53,62.41,0.0,0
How_to_Implement_a_Reduction_in_Workforce,17,52,51,1,98.08,0.0,0
How_to_Improve_Your_SEO_with_Domain_Optimization,3,3,3,0,100.0,0.0,0
How_to_Increase_Cash_Flow_without_Laying_Off_Employees_Part_4,4,5,5,0,100.0,0.0,0
How_to_Invest_Intentionally_with_Lindsey_Woodward,89,162,113,49,69.75,0.0,0
How_to_Journal_Your_Bible_Reading,3,1,1,0,100.0,0.0,0
How_to_Launch_Your_Career_with_Matt_Zinman,54,165,143,22,86.67,0.0,0
How_to_Launch_a_Book_in_2020,31,136,102,34,75.0,0.0,0
How_to_Leverage_the_Podcasting_Platform_to_Build_Your_Authority,25,82,68,14,82.93,0.0,0
How_to_Make_600k_WITHOUT_Owning_The_Property,4,4,3,1,75.0,0.0,0
How_to_Make_Biblical_Decisions__An_8_Part_Guide_from_Scripture,4,6,5,1,83.33,0.0,0
How_to_Make_GOOD_Decisions__Dr._Gleb_Tsipursky,33,92,88,4,95.65,0.0,0
How_to_Make_Parenting_Easier_By_Trusting_in_the_Universe,39,65,56,9,86.15,0.0,0
How_to_Make_Success_Simple_Pt_3__Investing_Rather_Than_Spending,2,1,1,0,100.0,0.0,0
How_to_Make_Sure_That_Your_New_Podcast_Hits_the_Charts_with_Stevie_Dillon,51,104,87,17,83.65,0.0,0
How_to_Make__10_000__Before_Your_Book_Hits_Shelves,73,206,164,42,79.61,0.0,0
How_to_Make_a_Buyer_s_Agent_Feel_like_a_Rockstar,2,2,2,0,100.0,0.0,0
How_to_Make_a_Global_Impact_-_Zondra_Evans,27,41,37,4,90.24,0.0,0
How_to_Make_a_Physical_Product_from_Scratch,3,4,4,0,100.0,0.0,0
How_to_Market_Your_Small_Church__A_9-Part_System_for_Every_Pastor,3,1,1,0,100.0,0.0,0
How_to_Master_Your_Self_Image_and_Transform_Your_Life_with_Matina_Singh,15,34,33,1,97.06,0.0,0
How_to_Master_Your_Transition_with_guest_Matthew_Louis,23,74,72,2,97.3,0.0,0
How_to_Monetize_Your_TikTok,37,85,62,23,72.94,0.0,0
How_to_Move_Forward_When_No_One_Knows_What_s_Next_-Camaraderie_Compassion_The_Furstes__5.31.2020,31,44,37,7,84.09,0.0,0
How_to_Name_Your_Lash_Business_for_the_Long_Run,79,114,82,32,71.93,0.0,0
How_to_Overcome_Buyer_Objections_Through_Your_Sales_Copy___The_Copy___Content_Podcast_with_Jon_Cook__presented_by_Keynote_Content,3,1,1,0,100.0,0.0,0
How_to_Overcome_Limiting_Beliefs_and_Fears_with_Jennifer_Watson,21,56,50,6,89.29,0.0,0
How_to_Overcome_Stress__Anxiety__and_Depression_as_an_Entrepreneur,68,152,129,23,84.87,0.0,0
How_to_Overcome_Your_Leadership_Limitations_with_Dr._Marcus_Alexander,37,61,47,14,77.05,0.0,0
How_to_Pandemic-Proof_Your_Business..._Welcome_to_Season_2,16,53,50,3,94.34,0.0,0
How_to_Pick_the_Best_Location_for_Real_Estate_Investing,30,59,51,8,86.44,0.0,0
How_to_Plan_Pre-Student_Loan_Debt,104,311,223,88,71.7,0.0,0
How_to_Play_the_Real_Estate_Game_with_Andrew_Cordle,30,72,61,11,84.72,0.0,0
How_to_Price_a_Product_for_Retail,4,3,3,0,100.0,0.0,0
How_to_Progress_your_Treasury_Career_with_Petra_Rosenauer,44,107,88,19,82.24,0.0,0
How_to_Protect_Your_E-commerce_Brand_with_The_Right_Insurance_-_with_Matt_Lovell_from_Well_Insurance,20,37,32,5,86.49,0.0,0
How_to_Protect_Your_Innovations___Support_Women_in_STEM_with_Angela_Freeman_of_Women___Hi_Tech,23,46,41,5,89.13,0.0,0
How_to_Pursue_Your_Dreams_in_he_Midst_of_Life,85,192,148,44,77.08,0.0,0
How_to_Reach_Flow_States_and_Be_More_Productive_with_Mike_Volkin,4,3,3,0,100.0,0.0,0
How_to_Read_Financial_News_and_Set_Aside_our_Biases,25,67,51,16,76.12,0.0,0
How_to_Read_Paul_-__Acts_9_7-19,18,22,14,8,63.64,0.0,0
How_to_Recession-Proof_your_Firm_during_COVID-19_and_Beyond_with_Ron_Saharyan,59,97,78,19,80.41,0.0,0
How_to_Regain_Lost_Motivation,3,3,3,0,100.0,0.0,0
How_to_Reinvent_Yourself_When_Times_Are_TOUGH__Tom_Terwilliger_Shares_His_Life_Changing_COMEBACK_PLAN,37,64,54,10,84.38,0.0,0
How_to_Relate___Wives_Submit_5-24-2020,9,8,8,0,100.0,0.0,0
How_to_Remove_Your_Roadblocks_in_Commercial_Real_Estate_Brokerage,3,5,5,0,100.0,0.0,0
How_to_Reset_Your_Mind_with_Hosts_Rachel_and_Raquel,26,56,44,12,78.57,0.0,0
How_to_Respond_To_Uncertain_Times_Pt_._2._-_I_Cant_Breathe_-_Pastor_Anthony_E._Moore_5.31.20,13,6,6,0,100.0,0.0,0
How_to_Respond_to_Politics_You_Dont_Agree_With,29,19,15,4,78.95,0.0,0
How_to_Respond_to_Uncertain_Times_-_Daddy_Changed_the_World_-_Pastor_Anthony_E._Moore_6.21.20,5,2,2,0,100.0,0.0,0
How_to_Respond_to_a_Patent_Cease_and_Desist_Demand_Letter._EP105,3,4,4,0,100.0,0.0,0
How_to_Rise_Above_the_Noise_and_Get_Your_Brand_Out_to_Your_Audiences,2,1,1,0,100.0,0.0,0
How_to_Save_at_Costco,6,7,6,1,85.71,0.0,0
How_to_Scale_a_Video_Business_Podcast_EP__097_-_The_Crash_Course_On_Getting_Started_With_Google_Ads_-_Mike_Rhodes,37,121,100,21,82.64,0.0,0
How_to_Self-Assess_Your_Leadership_in_2020,77,91,63,28,69.23,0.0,0
How_to_Show_Up_For_Your_Kids_When_the_Weight_of_the_World_is_On_Your_Shoulders,6,10,7,3,70.0,0.0,0
How_to_Start_A_Juice_Bar_in_a_Food_Desert___Juice_Bar_Experts_Podcast_Episode_41,2,2,2,0,100.0,0.0,0
How_to_Start_a_Lash_Business_with_No_Money_in_2020_Updated,69,89,51,38,57.3,0.0,0
How_to_Start_and_Grow_on_TikTok_w__Brian_Bosche,34,121,104,17,85.95,0.0,0
How_to_Stay_Relevant_Until_2030___Cannes_Lions_Live,4,2,0,2,0.0,0.0,0
How_to_Stop_Being_the__Bottleneck__In_Your_Busin,2,3,3,0,100.0,0.0,0
How_to_Stop_Pouring_From_an_Empty_Cup,5,1,1,0,100.0,0.0,0
How_to_Stop_Stuttering_-_3_Secrets_to_Coming_Out_On_Top_In_Uncertain_Times,30,46,46,0,100.0,0.0,0
How_to_Succeed_at_Finding_Your_Voice_and_Your_Audience,31,71,60,11,84.51,0.0,0
How_to_Succeed_at_Sandler_Rule__20_-_The_bottom_line_of_professional_selling_is_going_to_the_bank,3,1,1,0,100.0,0.0,0
How_to_Succeed_at_Sandler_Rule__21_-_Sell_today__educate_tomorrow,3,1,1,0,100.0,0.0,0
How_to_Succeed_at_Sandler_Rule__22_-_Only_Give_a_Presentation_for_the_Kill,3,2,1,1,50.0,0.0,0
How_to_Succeed_at_Sandler_Rule__23_-_The_Best_Way_to_Get_Rid_of_a_Bomb_Is_to_Diffuse_It_Before_It_Blows_Up,3,2,2,0,100.0,0.0,0
How_to_Succeed_at_Vision-Based_Execution,39,110,90,20,81.82,0.0,0
How_to_Successfully_Transition_to_a_New_Normal_with_Michael_O_Brien,31,65,49,16,75.38,0.0,0
How_to_Successfully_Work_with_a_Recruiter,31,128,94,34,73.44,0.0,0
How_to_Survive_a_Pandemic_and_Come_Out_Shining_Bright__Pulitzer_Prize_Winning_Investigative_Journalist_Charles_Duhigg,35,111,85,26,76.58,0.0,0
How_to_Take_Back_Control_of_Your_Money,3,7,7,0,100.0,0.0,0
How_to_Take_Care_of_Yourself_and_Your_Clients_with_Amber_Hawley,53,132,98,34,74.24,0.0,0
How_to_Turn_Your_Boss_into_Your__1_Fan,23,26,25,1,96.15,0.0,0
How_to_Use_Hashtags_to_Grow_Your_Instagram_Audience,23,43,35,8,81.4,0.0,0
How_to_Use_This__Interesting__Time_to_Elevate_Our_Souls___1_NY_Times_Best-Seller_Mark_Nepo,26,43,37,6,86.05,0.0,0
How_to_Use_Your_Podcast_to_Get_More_Clients_in_Your_Business_with_Kaylan_Thompson,35,110,86,24,78.18,0.0,0
How_to_Work_with_a_Negative_Coworker,39,77,64,13,83.12,0.0,0
How_to_achieve_financial_independence__Neil,23,77,66,11,85.71,0.0,0
How_to_be_an_Ally_in_the_Workplace,23,50,38,12,76.0,0.0,0
How_to_be_unforgettable,6,4,4,0,100.0,0.0,0
How_to_become_Indistractable__An_interview_with_Nir_Eyal,40,96,86,10,89.58,0.0,0
How_to_build_a_business_in_30_days,29,41,29,12,70.73,0.0,0
How_to_build_leadership_and_self_transformation_and_why_its_important_with_Matt_Mayberry___EP._226,8,12,12,0,100.0,0.0,0
How_to_build_your_own_algorithm_to_drive_UA_performance_with_rewarded_video_networks_-_with_Warren_Woodward__Co-Founder_at_Upptic,26,57,51,6,89.47,0.0,0
How_to_choose_an_investment_property_with_Claudia_Brdar,19,31,23,8,74.19,0.0,0
How_to_create_a_catchy_slogan_just_like_Disney__McDonalds_and_Budweiser,7,4,2,2,50.0,0.0,0
How_to_create_impactful_culture_in_our_teams_with_Mike_Arzt_from_The_Public_Works,25,64,58,6,90.62,0.0,0
How_to_create_time_leverage_podcast,13,8,6,2,75.0,0.0,0
How_to_crush_video___being_on_camera_with_Marisa_Brahney,65,110,70,40,63.64,0.0,0
How_to_embrace_down_time_during_quarantine_ft._Ariel_Upton,21,44,37,7,84.09,0.0,0
How_to_enable_an_outsourced_sales_team_w__David_Zeff,44,144,116,28,80.56,0.0,0
How_to_gain_user_adoption_for_Ethereum_2.0___Staking_on_the_network_-_Econoar,59,170,114,56,67.06,0.0,0
How_to_get_media_attention_for_animal_organizations_-_Ep10,18,39,37,2,94.87,0.0,0
How_to_get_pre-purchase_READY__before_you_buy_a_home,68,204,160,44,78.43,0.0,0
How_to_get_unstuck_with_Jennifer_Allwood,91,161,108,53,67.08,0.0,0
How_to_get_your_confidence_back_and_boast_your_self_esteem,5,1,0,1,0.0,0.0,0
How_to_handle_overconfidence_bias,4,1,1,0,100.0,0.0,0
How_to_heal_from_a_painful_past,27,52,39,13,75.0,0.0,0
How_to_hire_for_executive-level_positions_-_Ep9,23,48,41,7,85.42,0.0,0
How_to_inspect_a_commercial_property-_live_inspection_with_Helen_Tarrant,3,7,6,1,85.71,0.0,0
How_to_join_the_circus_-_with_Jessica_Hill_of_Showtime_Circus,77,159,128,31,80.5,0.0,0
How_to_lead_your_business_in_a_time_of_crisis_with_Kevin_Gaskell,29,69,61,8,88.41,0.0,0
How_to_make_esports_a_career_in_South_Africa_with_Sam_Wright,37,84,75,9,89.29,0.0,0
How_to_make_your_own_video_series,26,71,59,12,83.1,0.0,0
How_to_manage_change,4,1,1,0,100.0,0.0,0
How_to_master_answering_interview_questions,3,2,2,0,100.0,0.0,0
How_to_maximise_your_share_of_the_budget,15,60,55,5,91.67,0.0,0
How_to_network_and_not_be_creepy_-_Jim_Vinyard,43,103,87,16,84.47,0.0,0
How_to_perform_Sajdah-e-Tilawat,37,43,39,4,90.7,0.0,0
How_to_protect_your_job_during_the_pandemic,22,67,56,11,83.58,0.0,0
How_to_really_use_wisdom__Faith_Chat,3,1,1,0,100.0,0.0,0
How_to_recieve_from_God_when_we_pray,3,2,1,1,50.0,0.0,0
How_to_recognise_and_best_manage_commercial_leasing_disputes_in_the_time_of_COVID-19,29,86,73,13,84.88,0.0,0
How_to_set_your_pricing____Reseller_Pricing_Strategies_____Flippin_Gals_Coffee_and_Questions,57,123,91,32,73.98,0.0,0
How_to_stand_out_and_make_money_online,63,109,78,31,71.56,0.0,0
How_to_start_a_rent_to_rent_business_with_no_money,4,3,2,1,66.67,0.0,0
How_to_survive_a_recession,22,58,49,9,84.48,0.0,0
How_to_thrive_during_economic_uncertainty_with_Todd_Palmer__EP_155,37,67,53,14,79.1,0.0,0
How_to_treat_INFERTILITY_issues_with_food_and_lifestyle_changes._Sarah_Clark_explains_how_it_works,27,102,97,5,95.1,0.0,0
How_to_trust_your_gut_and_start_over_professionally_with_Gail_Becker__founder_and_CEO_of_CAULIPOWER,47,123,96,27,78.05,0.0,0
How_to_use_a_SIDE_HUSTLE_to_get_rich,30,19,10,9,52.63,0.0,0
How_to_work_with_Great_Awakening_RAGE___Qanon,67,117,85,32,72.65,0.0,0
How_to_work_with_Great_Awakening_RAGE___Qanon_2,67,104,80,24,76.92,0.0,0
How_to_write_a_compelling_CV_-_Osarume_Akenzua,27,39,31,8,79.49,0.0,0
How_we_re_tackling_weeds_together__and_why_you_should_get_involved,11,30,29,1,96.67,0.0,0
How_will_India-China_relations_progress_after_the_Galwan_Valley_incident,21,64,60,4,93.75,0.0,0
How_will_India-China_relations_progress_after_the_Galwan_Valley_incident_2,21,68,60,8,88.24,0.0,0
How_will_the_Short-Term_Accommodation_industry_survive_the_Covid-19_crisis__-_Episode_37,39,112,89,23,79.46,0.0,0
How_your_Well-being_is_your_Power_with_Kelly_Nash,59,130,110,20,84.62,0.0,0
How_your_diet_can_be_the_most_important_factor_in_your_anti-aging_arsenal._Part_2,23,16,12,4,75.0,0.0,0
Howard_Gluck_-_Deputy_LA_City_Attorney,205,405,256,149,63.21,0.0,0
Howard_Marks__Founder__Oaktree_Capital,21,53,48,5,90.57,0.0,0
Howie_Kra_-_Chief_People_Person__Health_Coach__Soft_Skills_Trainer__Public_Speaker,71,147,103,44,70.07,0.0,0
Hows_My_Product_Doing__Tackling_the_Data_Dilemma,35,110,99,11,90.0,0.0,0
HowtoPodcast_14__Getting_Thought_Leaders_On_Your_Podcast_Is_Not_Your_Key_to_Audience_Growth,14,51,45,6,88.24,0.0,0
Hsu_Ken_Ooi__from_Rebellious_Child_to_Chief_Product_Officer_and_Accelerating_Southeast_Asia_s_Startups_-_E8,18,16,13,3,81.25,0.0,0
Hu_tle_Hard_Episode_10___Mike_Hill,2,1,1,0,100.0,0.0,0
Hu_tle_Hard_Episode_9_Shone_Crew,27,29,21,8,72.41,0.0,0
Hulu__Pier_1_and_more,5,1,0,1,0.0,0.0,0
Human_Behavior_Amid_COVID-19__Climate_Change,21,79,69,10,87.34,0.0,0
Human_Cloning,31,74,69,5,93.24,0.0,0
Human_Connection_is_a_Skill_with_Brian_Miller,65,177,130,47,73.45,0.0,0
Human_Interaction_is_So_Valuable_-_Episode_19,37,60,40,20,66.67,0.0,0
Human_Stories__Human_Connections_a_Rainn_Wilson,39,73,52,21,71.23,0.0,0
Humanistic_Leadership__Prioritizing_Human_Dignity_and_Well_Being_for_Better_Business_Results,23,68,67,1,98.53,0.0,0
Humans_of_COVID-19__JASA,25,37,30,7,81.08,0.0,0
Humans_of_COVID-19__JASA_2,25,59,45,14,76.27,0.0,0
Humble_Heart__Great_Faith__Luke_7_1-10,4,2,2,0,100.0,0.0,0
Humility_2,4,2,2,0,100.0,0.0,0
Humility_8__1_Tim._1_15__Humility_Remembers,23,26,23,3,88.46,0.0,0
Humor_Engineering_Featuring_Andrew_Tarvin,37,80,72,8,90.0,0.0,0
Huobi_Podcast__BTC_Predictions_with_CRYPTOIRB,41,65,40,25,61.54,0.0,0
Hurry,3,1,1,0,100.0,0.0,0
Hustler_Interviews_-_Andrew_Frogge,54,97,64,33,65.98,0.0,0
Hustler_Interviews_-_Andrew_Frogge_2,54,100,67,33,67.0,0.0,0
HwH_Entrepreneur_Interview_Series__Health___Wellness_Entrepreneur_Sara_Keener,33,69,63,6,91.3,0.0,0
Hyperhydration_-_Why_You_Need_to_Drink_More_Water,50,106,85,21,80.19,0.0,0
Hyun_Song_Shin__Central_banks_and_payments_in_the_digital_era,21,54,46,8,85.19,0.0,0
IBM_Seeking_New_Solutions_to_Help_Fight_the_Pandemic,23,32,28,4,87.5,0.0,0
ICI_Digs_Deep__Kip_Bancroft_with_West_Side_Tractor_Sales,21,23,20,3,86.96,0.0,0
IFA_CEO_Talks_His_Experience_on_the_Presidents_Council_for_Reopening,20,31,29,2,93.55,0.0,0
IFL_LifeTrac_CANADA_-_Daily_11,3,1,1,0,100.0,0.0,0
IFL_LifeTrac_CANADA_-_Daily_3,2,3,3,0,100.0,0.0,0
IFL_LifeTrac_CANADA_-_Daily_8,2,2,2,0,100.0,0.0,0
IFL_LifeTrac_CANADA_-_Daily_9,4,2,2,0,100.0,0.0,0
IGNITING_COURAGE_Podcast_Episode_86__Connor_Mailander__Courageously_Making_a_Difference,80,118,81,37,68.64,0.0,0
ILTS_S2-21-_Family-_The_liver_and_Spinach_Private,5,1,1,0,100.0,0.0,0
IL__377__Are_You_Filled_With_Hope__Joy__and_Peace,4,3,3,0,100.0,0.0,0
IL__378__Leading_God_s_People_Through_Difficult_Times,4,1,1,0,100.0,0.0,0
IL__379__Our_Leadership_Legacy_Includes_our_Strengths_and_Weaknesses,4,1,1,0,100.0,0.0,0
IL__383__4_Essential_Character_Traits_of_Smart_Reentry_Leaders,4,1,0,1,0.0,0.0,0
IL__384__Don_t_Listen_to_You_Critics._Listen_to_God_Instead,4,1,0,1,0.0,0.0,0
INFINITELY_MORE_-_I_Will,3,1,1,0,100.0,0.0,0
INTERVIEWS_WITH_GODS_GENERALS__David_Wilkersons_prophetic_warning__part_2,5,5,5,0,100.0,0.0,0
INTERVIEWS_WITH_GOD_S_GENERALS__David_Wilkersons_prophetic_warning__part_1,11,4,4,0,100.0,0.0,0
IN_FOCUS__Leadership_in_Times_of_Crisis,13,28,24,4,85.71,0.0,0
IQ_Podcasts__KristaDoesNumbers_with_Jamie_Monroe_Episode_66,29,45,35,10,77.78,0.0,0
ISRAEL_AND_THE_CHURCH,3,3,3,0,100.0,0.0,0
ITS_America_-_2___Tim_Drake__Vice_President_of_Public_Policy___Government_Affairs,17,38,33,5,86.84,0.0,0
ITS_TIME_FOR_FIRST_TIME_BABIES_TO_BOOM...._LETS_GET_YOU_INTO_YOUR_FIRST_PROPERTY,116,225,149,76,66.22,0.0,0
IT_IS__WHEN_WE_PRAY__NOT__IF_WE_PRAY,7,17,16,1,94.12,0.0,0
I_AM_AN_ANGELIC_BEING_OF_LIGHT,4,1,1,0,100.0,0.0,0
I_AM_CHRISTCONSCIOUSNESS,4,1,1,0,100.0,0.0,0
I_AM_SURE_-_Pastor_Nolan_Galido,2,1,1,0,100.0,0.0,0
I_Am_Adopted,3,2,2,0,100.0,0.0,0
I_Am_Loved,3,2,2,0,100.0,0.0,0
I_Am_Not_Just...__06_-_07_-_20,3,2,2,0,100.0,0.0,0
I_Am_Secured,3,3,3,0,100.0,0.0,0
I_Am_Yours__6_of_7_segment__Ep09,3,5,4,1,80.0,0.0,0
I_Am__The_Light_of_the_World,3,1,0,1,0.0,0.0,0
I_Answer_The_Political_and_Investment_Problems_Of_The_Day_On_This_Weeks_Podcast,3,2,1,1,50.0,0.0,0
I_Believe__Help_my_Unbelief___Father_s_Day,3,2,1,1,50.0,0.0,0
I_Bought_an_R8_and_Didn_t_Even_Know____Episode__2,7,6,6,0,100.0,0.0,0
I_CRASHED_AND_MESSED_UP_MY_RELATIONSHIP____Episode__8,11,4,2,2,50.0,0.0,0
I_Choose_Joy,4,3,3,0,100.0,0.0,0
I_Hope__So...I_Hold_On,2,2,2,0,100.0,0.0,0
I_Know_Who_I_m_Here_For___Pastor_Andrew_Gard___06.21.20,2,1,1,0,100.0,0.0,0
I_Know_the_Plans_I_Have_for_You,9,6,5,1,83.33,0.0,0
I_Love_You,4,1,0,1,0.0,0.0,0
I_Want_to_Start_this_Tradition,13,5,4,1,80.0,0.0,0
I_Want_to_Start_this_Tradition_2,13,14,12,2,85.71,0.0,0
I_Will_Bless_You,3,2,2,0,100.0,0.0,0
I_Will_Go_And_See_Him_Before_I_Die,3,2,2,0,100.0,0.0,0
I_Will_Never_Leave_You__I_Am_With_You_Always,2,3,3,0,100.0,0.0,0
I_Will_Rise_Part_6_Lead_Us,3,1,1,0,100.0,0.0,0
I_am_Enough,9,2,2,0,100.0,0.0,0
I_am_not_alone,31,42,41,1,97.62,0.0,0
I_believe_in_God_the_Father_Almighty__Creator_of_Heaven_and_Earth,3,3,3,0,100.0,0.0,0
I_cant_thank_you_enough_God,7,3,2,1,66.67,0.0,0
I_definitely_don_t_think_we_re_looking_at_the_death_of_retail__Unilever_Prestige_Group_CEO_and_EVP_Vasiliki_Petrou,43,114,87,27,76.32,0.0,0
I_got_my_ass_kicked_and_I_was_in_love__with_Michael_Lyubimov__Jackson_Wink_MMA,133,229,129,100,56.33,0.0,0
I_left_the_city_-_Episode_19_-_Tim_Porter,41,65,56,9,86.15,0.0,0
I_ll_Stay_Me_-_Luke_Bryan__2007,12,11,11,0,100.0,0.0,0
I_ll_Stay_Me_-_Luke_Bryan__2007_2,12,13,9,4,69.23,0.0,0
I_ll_Take_The_Lattimore_-_The_Amateur_Bowl_s_Defensive_Back_Rankings,51,134,106,28,79.1,0.0,0
I_ll_be_fine,29,38,29,9,76.32,0.0,0
I_m_Hungry_and_Thirsty_._Matthew_5_6,3,2,2,0,100.0,0.0,0
I_m_In__Let_s_Dig,3,4,4,0,100.0,0.0,0
I_m_Listening_and_I_Care_Marketing,2,1,1,0,100.0,0.0,0
I_m_Running_A_Fever,9,22,22,0,100.0,0.0,0
I_m_Still_Secure_In_My_Savior_-_Audio,3,2,2,0,100.0,0.0,0
I_m_starting_my_own_thing,25,33,29,4,87.88,0.0,0
I_m_worried_about_Leo_-_feelings_around_Actualized.Org,6,4,4,0,100.0,0.0,0
I_need_to_do_this_kind_of_work_-_Amit_Chaterjee,77,122,69,53,56.56,0.0,0
I_still_AM_-_the_ONE_in_Whom_Youll_Find_Joy_-_Psalm_16-_1-11,5,3,3,0,100.0,0.0,0
I_thought_I_was_prepared_to_exit_the_service__I_was_wrong,33,106,96,10,90.57,0.0,0
I_ve_Never_Had_a_Period_Like_This_in_My_Life__Rob_McEwen_Interview_pt_2,45,62,44,18,70.97,0.0,0
I_was_shocked_to_learn_about_the_Endocannabinoid_System_by_Cannabis_Nurses,3,2,2,0,100.0,0.0,0
Iain_Barker_-_Designing_Better_Organisations,3,5,5,0,100.0,0.0,0
IamFreddie_-_Reality_of_Drop_shipping___Online_Businesses,72,123,95,28,77.24,0.0,0
Ian_Murray_MP_on_COVID-19,15,35,29,6,82.86,0.0,0
Ice_and_a_fire,39,44,35,9,79.55,0.0,0
Ice_and_a_fire_2,39,54,31,23,57.41,0.0,0
Idea_on_how_to_promote_your_products,3,1,1,0,100.0,0.0,0
Ideal_customer_and_buyer,3,3,3,0,100.0,0.0,0
Identifying_the_Scarlet_woman_and_the_Scarlet_beast_of_of_Rev_17___18,81,136,94,42,69.12,0.0,0
Identity__Calling__and_Assignment_with_Brad_Lomenick__Past_President_of_Catalyst__-_RAL_18,62,260,239,21,91.92,0.0,0
Identity__It_s_Who_We_Are,3,2,2,0,100.0,0.0,0
Identity___Fathers_Day_Sermon,3,3,3,0,100.0,0.0,0
Idolatry_and_Materialism,17,53,53,0,100.0,0.0,0
If_God_Possibly_Exists__He_Does_Exist__What,37,92,87,5,94.57,0.0,0
