prompt_id,assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,assumption_text,control_episode_id,control_turn_idx,control_claim_idx,claim_text,overlap_score,entailment_score,confidence,raw
business|60_-_Colin_Ryan|22|1|0b7ad6811d91b653|0,business|60_-_Colin_Ryan|22|1|0b7ad6811d91b653,business,60_-_Colin_Ryan,22,1,The speaker values proximity to their own home highly.,041__Define_Success_for_Yourself__Not_the_Status_Quo___Amy_Vaughan,17,9,The speaker values collaboration and connection over isolation in professional settings.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|0,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,2,2,The speaker believes they have the capacity to act on the plan.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|1,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,28,2,The speaker believes it is necessary to stay 'on' at all times regarding entrepreneurial readiness.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|2,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,41,2,The speaker believes it is important to critically evaluate media consumption.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|3,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,55,4,The speaker believes that maintaining a consistent wake-up time will improve their well-being.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|4,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,78,3,The speaker believes the listener likely discovered their favorite brands via marketing efforts.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|5,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,88,0,The speaker believes it is necessary to create a marketing strategy.,2,3,0.75,"{
  ""entailment_score"": 3,
  ""confidence"": 0.75
}"
business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a|6,business|ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage|20|3|b6ba65cede3fd17a,business,ABFJ_Podcast__Addressing_the_ABL_Talent_Shortage,20,3,The speaker believes it is valuable to anticipate challenges in recruitment.,How_To_Create_A_Marketing_Budget,88,1,The speaker believes that implementing a plan follows creating a marketing strategy.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|49798|10|1|496ad1cb143e96b6|0,political|49798|10|1|496ad1cb143e96b6,political,49798,10,1,A meaningful period has elapsed since the election—seven years—is sufficient to assess changes in race relations.,70865,2,4,Chip Roy has been active behind the scenes in Texas conservative politics for years.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|49798|10|1|496ad1cb143e96b6|1,political|49798|10|1|496ad1cb143e96b6,political,49798,10,1,A meaningful period has elapsed since the election—seven years—is sufficient to assess changes in race relations.,70865,6,4,Republican leadership has made no meaningful effort to reduce entitlement spending.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|49798|10|1|496ad1cb143e96b6|2,political|49798|10|1|496ad1cb143e96b6,political,49798,10,1,A meaningful period has elapsed since the election—seven years—is sufficient to assess changes in race relations.,70865,10,1,"The period under discussion spans approximately five to six years after 2010, primarily covering the Obama administration.",2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
political|49798|10|1|496ad1cb143e96b6|3,political|49798|10|1|496ad1cb143e96b6,political,49798,10,1,A meaningful period has elapsed since the election—seven years—is sufficient to assess changes in race relations.,70865,34,0,No Democrat has won a statewide office in Texas since 1994.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
political|49798|10|1|496ad1cb143e96b6|4,political|49798|10|1|496ad1cb143e96b6,political,49798,10,1,A meaningful period has elapsed since the election—seven years—is sufficient to assess changes in race relations.,70865,34,7,The speaker wonders if the interviewee has concerns about Beto O'Rourke potentially winning against Ted Cruz in the upcoming election.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|49798|10|1|496ad1cb143e96b6|5,political|49798|10|1|496ad1cb143e96b6,political,49798,10,1,A meaningful period has elapsed since the election—seven years—is sufficient to assess changes in race relations.,70865,42,1,No Republican candidate has received more than 30% of Hispanic votes nationally since 2004.,2,5,0.85,"{
  ""entailment_score"": 5,
  ""confidence"": 0.85
}"
political|48950|10|0|9d39fdfc8871be9b|0,political|48950|10|0|9d39fdfc8871be9b,political,48950,10,0,Government policy changes should aim to encourage innovation in advanced medical treatments.,46693,10,3,"The goal after losing a game should be improvement, not rule changes.",2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|0,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,14,2,The speaker is asking about the number of people on the interlocutor's team.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|1,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,15,9,Working with the team made the speaker feel like they were 'in the trenches'.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|2,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,17,2,"On one occasion, the speaker and their team visited four countries within a single day.",2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|3,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,22,2,The speaker believes it was a remarkable coincidence that they ended up in the same van as three individuals they were planning to write about.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|4,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,25,7,Speechwriting involves public persuasion aimed at audiences who may not agree initially.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|5,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,29,3,Secretary Kerry did not react angrily or fire the speaker despite the flawed draft.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|6,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,29,5,"Effective speeches require capturing not just the tone and words of a speaker, but also their underlying thought processes, personal history, and worldview.",2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4|7,business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,50,2,The speaker identifies as part of the team behind Time for Coffee.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Episode_52_-_Predicting_the_future|22|0|3274595ee5317671|0,business|Episode_52_-_Predicting_the_future|22|0|3274595ee5317671,business,Episode_52_-_Predicting_the_future,22,0,The speaker believes they have some discretion in setting prices or offering concessions.,Coffee_and_Conversation_with_Bjarte_Bogsnes,6,3,The speaker believes that comparing ineffective and effective approaches is valuable.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|Let_s_Talk_About..._Video_Game_Soundtracks|73|0|9f060a95aaa803f1|0,commentary|Let_s_Talk_About..._Video_Game_Soundtracks|73|0|9f060a95aaa803f1,commentary,Let_s_Talk_About..._Video_Game_Soundtracks,73,0,There exists a meaningful distinction between 'one way' and 'the other' in terms of musical approach for games.,Ep._0___PLC_What_2,14,0,K-pop comebacks frequently shift between drastically different musical concepts.,2,5,0.85,"{
  ""entailment_score"": 5,
  ""confidence"": 0.85
}"
business|Ep._36_-_The_COVID|68|2|94591176dc3031ca|0,business|Ep._36_-_The_COVID|68|2|94591176dc3031ca,business,Ep._36_-_The_COVID,68,2,The speaker and listener share a common understanding of stylistic or rhetorical preferences in language use.,Greg_Twemlow_interviews_Allan_Lalic__founder_of_Kebloom,2,2,The speaker believes the use of youth creativity is impressive.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Ep._36_-_The_COVID|68|2|94591176dc3031ca|1,business|Ep._36_-_The_COVID|68|2|94591176dc3031ca,business,Ep._36_-_The_COVID,68,2,The speaker and listener share a common understanding of stylistic or rhetorical preferences in language use.,Greg_Twemlow_interviews_Allan_Lalic__founder_of_Kebloom,11,6,People who share core beliefs will quickly resonate with the speaker.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Ep._36_-_The_COVID|68|2|94591176dc3031ca|2,business|Ep._36_-_The_COVID|68|2|94591176dc3031ca,business,Ep._36_-_The_COVID,68,2,The speaker and listener share a common understanding of stylistic or rhetorical preferences in language use.,Greg_Twemlow_interviews_Allan_Lalic__founder_of_Kebloom,18,0,The speaker acknowledges the listener's current performance as satisfactory.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Ep._36_-_The_COVID|68|2|94591176dc3031ca|3,business|Ep._36_-_The_COVID|68|2|94591176dc3031ca,business,Ep._36_-_The_COVID,68,2,The speaker and listener share a common understanding of stylistic or rhetorical preferences in language use.,Greg_Twemlow_interviews_Allan_Lalic__founder_of_Kebloom,18,1,The speaker believes the listener is capable of making faster progress.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Ep._36_-_The_COVID|68|2|94591176dc3031ca|4,business|Ep._36_-_The_COVID|68|2|94591176dc3031ca,business,Ep._36_-_The_COVID,68,2,The speaker and listener share a common understanding of stylistic or rhetorical preferences in language use.,Greg_Twemlow_interviews_Allan_Lalic__founder_of_Kebloom,18,2,The speaker is asking about specific types of assistance needed by the listener.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
religion|16_-_Paul_Stine__38__-_Golden_Valley__MN|17|5|ff4bb41106a5d7cf|0,religion|16_-_Paul_Stine__38__-_Golden_Valley__MN|17|5|ff4bb41106a5d7cf,religion,16_-_Paul_Stine__38__-_Golden_Valley__MN,17,5,Long-term fulfillment arises from consistency rather than immediate achievement.,Dimensions_Of_Faith__-Part_7_Praise,3,2,The audience should respond with an 'amen' rather than clapping.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
religion|Changes_and_Communications|1|3|b562fe19ec3d6bed|0,religion|Changes_and_Communications|1|3|b562fe19ec3d6bed,religion,Changes_and_Communications,1,3,"The group (Riley, Bobby, Brandon) does not share the same social circle as the speaker and listener.",Get_To_Give,0,2,The speaker encourages viewers to share the video on social media.,3,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
religion|Changes_and_Communications|1|3|b562fe19ec3d6bed|1,religion|Changes_and_Communications|1|3|b562fe19ec3d6bed,religion,Changes_and_Communications,1,3,"The group (Riley, Bobby, Brandon) does not share the same social circle as the speaker and listener.",Get_To_Give,0,4,The speaker urges viewers to share the video with people who need spiritual encouragement.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
commentary|Slept_on_Classics__Music_for_the_Advancement_of_Hip_Hop___Anticon_presents_2|66|0|9e055fa411432a33|0,commentary|Slept_on_Classics__Music_for_the_Advancement_of_Hip_Hop___Anticon_presents_2|66|0|9e055fa411432a33,commentary,Slept_on_Classics__Music_for_the_Advancement_of_Hip_Hop___Anticon_presents_2,66,0,Artistic meaning is shaped by subjective experience rather than objective authorial intent.,Ben_Baldanza__Airlines_and_the_New_Normal_2,9,4,"Some business travel continues, but it is characterized by company-paid tickets rather than personal expense.",2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f|0,commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f,commentary,59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2,1,2,The speaker believes the addressee has some form of identity or existence within the context of streaming services.,How_close_are_we_to_a_coronavirus_vaccine_2,11,3,A portion of the adenovirus genome has been modified by removing some genetic material and inserting a gene from the coronavirus.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f|1,commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f,commentary,59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2,1,2,The speaker believes the addressee has some form of identity or existence within the context of streaming services.,How_close_are_we_to_a_coronavirus_vaccine_2,22,1,The speaker believes the event in question might occur around September.,2,5,0.75,"{
  ""entailment_score"": 5,
  ""confidence"": 0.75
}"
commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f|2,commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f,commentary,59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2,1,2,The speaker believes the addressee has some form of identity or existence within the context of streaming services.,How_close_are_we_to_a_coronavirus_vaccine_2,31,6,A clinical trial for the vaccine has a projected end date within one year.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|Life__Compartmentalization___Role_Clarity|0|1|53a410d8ad8d0b4a|0,business|Life__Compartmentalization___Role_Clarity|0|1|53a410d8ad8d0b4a,business,Life__Compartmentalization___Role_Clarity,0,1,Maintenance and reliability professionals see relevance between their work and personal development.,25._How_to_Stop_Doing_Stupid_Things_When_You_re_Scared,1,3,Sarah Walton is a personal and professional development expert.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|97139|10|0|fcf581ae02c145b7|0,political|97139|10|0|fcf581ae02c145b7,political,97139,10,0,Trump's behavior reflects a pattern of personal attacks rather than policy-based debate.,64866,5,3,I practice expository preaching by focusing on Scripture rather than personal opinions.,3,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|97139|10|0|fcf581ae02c145b7|1,political|97139|10|0|fcf581ae02c145b7,political,97139,10,0,Trump's behavior reflects a pattern of personal attacks rather than policy-based debate.,64866,15,9,Donald Trump’s foreign policy instilled fear in adversaries and reassurance among allies.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|72673|20|0|8c00d92fe72ed648|0,political|72673|20|0|8c00d92fe72ed648,political,72673,20,0,The speaker believes that unified action by the dairy industry would improve the effectiveness of policy reform.,43991,45,5,The speaker believes they have a role to play in trying to improve the situation.,3,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
political|72673|20|0|8c00d92fe72ed648|1,political|72673|20|0|8c00d92fe72ed648,political,72673,20,0,The speaker believes that unified action by the dairy industry would improve the effectiveness of policy reform.,43991,3,9,The speaker believes that even small contributions matter and help address larger problems.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|72673|20|0|8c00d92fe72ed648|2,political|72673|20|0|8c00d92fe72ed648,political,72673,20,0,The speaker believes that unified action by the dairy industry would improve the effectiveness of policy reform.,43991,22,0,A federal reimagining of electricity would be welcomed by the speaker.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|72673|20|0|8c00d92fe72ed648|3,political|72673|20|0|8c00d92fe72ed648,political,72673,20,0,The speaker believes that unified action by the dairy industry would improve the effectiveness of policy reform.,43991,24,1,The speaker believes the person being addressed is trying to implement programs at the federal level.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|How_Coca-Cola_Is_Trailblazing_the_Skills_Movement|9|0|94955fb8921e29e1|0,business|How_Coca-Cola_Is_Trailblazing_the_Skills_Movement|9|0|94955fb8921e29e1,business,How_Coca-Cola_Is_Trailblazing_the_Skills_Movement,9,0,The speaker believes that self-descriptions often contain unacknowledged or underemphasized qualities relevant to job performance.,475__How_to_Build_an_Advocacy_Coalition_With_Rachel_Sider__Norwegian_Refugee_Council__K-Cup_DoubleShot,2,3,The speaker believes their listeners might be gaining awareness of the large number of meetings involved in working within a coalition.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d|0,business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,4,1,The speaker would like the listener to provide additional details about their schooling experience in Nigeria.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d|1,business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,4,2,The listener has experience attending school in Nigeria.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d|2,business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,13,8,The speaker believes it is their personal mission to help reconnect African diaspora members with Africa.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d|3,business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,21,4,The speaker has been involved in entrepreneurship and business for many years.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d|4,business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,27,2,The speaker experienced a personal spiritual awakening after their son was born.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d|5,business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,30,3,The speaker has set up their profile on BomaLink.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
political|51924|10|3|738e2776857f805e|0,political|51924|10|3|738e2776857f805e,political,51924,10,3,The speaker's interpretation of Roosevelt’s 1936 campaign reflects a legitimate model for modern political strategy.,92925,4,2,The speaker believes that Laura Kelly intends to emphasize historical political disputes in her campaign.,3,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
political|51924|10|3|738e2776857f805e|1,political|51924|10|3|738e2776857f805e,political,51924,10,3,The speaker's interpretation of Roosevelt’s 1936 campaign reflects a legitimate model for modern political strategy.,92925,4,0,Laura Kelly will use a campaign strategy focused on revisiting events from the past ten years.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
political|51924|10|3|738e2776857f805e|2,political|51924|10|3|738e2776857f805e,political,51924,10,3,The speaker's interpretation of Roosevelt’s 1936 campaign reflects a legitimate model for modern political strategy.,92925,7,1,The speaker has a consistent pro-life political record.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|New_Creator_Marketplace_Application_Process___Interview_with_Viral_TikTok_Creator_RynnStar__Pt_2____Ep._19|22|4|edcbafc7c62c4182|0,business|New_Creator_Marketplace_Application_Process___Interview_with_Viral_TikTok_Creator_RynnStar__Pt_2____Ep._19|22|4|edcbafc7c62c4182,business,New_Creator_Marketplace_Application_Process___Interview_with_Viral_TikTok_Creator_RynnStar__Pt_2____Ep._19,22,4,There is moral value in recognizing one’s own ignorance when confronted with new evidence.,How_to_Play_the_Real_Estate_Game_with_Andrew_Cordle,17,5,There is at least one such deal that comes to mind.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|47170|30|4|eeab36876d8614f6|0,political|47170|30|4|eeab36876d8614f6,political,47170,30,4,The listener shares the speaker’s negative view of China’s actions and values.,49868,2,0,The victories experienced by the speaker and the listener were mutually shared.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|47170|30|4|eeab36876d8614f6|1,political|47170|30|4|eeab36876d8614f6,political,47170,30,4,The listener shares the speaker’s negative view of China’s actions and values.,49868,2,2,The speaker gained some personal knowledge of the listener during the interaction.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|47170|30|4|eeab36876d8614f6|2,political|47170|30|4|eeab36876d8614f6,political,47170,30,4,The listener shares the speaker’s negative view of China’s actions and values.,49868,2,4,The speaker learned specific details about the listener's parents prior to the interview.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|47170|30|4|eeab36876d8614f6|3,political|47170|30|4|eeab36876d8614f6,political,47170,30,4,The listener shares the speaker’s negative view of China’s actions and values.,49868,8,0,The speaker and listener have a political consulting practice together.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
political|47170|30|4|eeab36876d8614f6|4,political|47170|30|4|eeab36876d8614f6,political,47170,30,4,The listener shares the speaker’s negative view of China’s actions and values.,49868,22,0,The speaker is asking whether the listener has a preferred interview question.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life|17|3|bb8a2247837b6808|0,business|How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life|17|3|bb8a2247837b6808,business,How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life,17,3,It is meaningful to question whether medication explains observed behaviors or states.,01_Millennials__work__Holy_Sh_t__w__Wing_Yan_Man,12,3,Conscious action allows individuals to choose whether or not to perform certain behaviors.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
