assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,source_speaker_id,assumption_text,control_episode_id,control_explicit_claim_count,matched_control_claims,selected_control_claims,scored_pairs,max_entailment_score,mean_entailment_score,entailed,best_claim_text,best_claim_turn_idx,best_claim_idx,best_overlap_score,best_confidence
religion|A_Statement_from_Psychic_Friendz|4|2|ba3a4d7d6b3c6f1d,religion,A_Statement_from_Psychic_Friendz,4,2,SPEAKER_01,The audience has access to and uses social media platforms.,The_Cowgirl_Shaman_Way__with_Terri_Jay,468,0,0,0,0,0.0,False,,,,,
business|Alex_Saunders__Host_of_Nugget_s_News_on_Reshaping_The_Definition_of_De-Fi__Disrupting_the_Fed__Digital_Age_Infrastructure__a_Trillion_Dollar_Bitcoin_Market_Cap_|52|4|9d7264c5f8d2e852,business,Alex_Saunders__Host_of_Nugget_s_News_on_Reshaping_The_Definition_of_De-Fi__Disrupting_the_Fed__Digital_Age_Infrastructure__a_Trillion_Dollar_Bitcoin_Market_Cap_,52,4,SPEAKER_00,Public discourse around generational trauma is meaningful and worth engaging in.,The_right_content_strategy_for_fulfilling_your_vision_in_the_long_term___Ep.__438,52,0,0,0,0,0.0,False,,,,,
business|Jake_Bathman__Slack_Apps___Bots|29|5|a290376642475ab4,business,Jake_Bathman__Slack_Apps___Bots,29,5,SPEAKER_01,Other teams may not share the same usage patterns or needs as the speaker's team.,455__What_Its_Like_to_be_a_Foreign_Policy_Speechwriter_With_Andrew_Imbrie__Center_for_Security_and_Emerging_Technology__Main_T4C_Episode,323,8,8,8,3,1.25,False,The speaker is asking about the number of people on the interlocutor's team.,14,2,2,0.700000
political|82737|17|8|31e47ad9a8650dbf,political,82737,17,8,SPEAKER_00,Republican members who leave are doing so for valid personal reasons.,49423,111,0,0,0,0,0.0,False,,,,,
business|Q_A_With_Alisa_Vitti_On_All_Things_Birth_Control_Pill__Supplements__Female_Hormones___More_In_Part_Two|7|7|166e19dea5dc9860,business,Q_A_With_Alisa_Vitti_On_All_Things_Birth_Control_Pill__Supplements__Female_Hormones___More_In_Part_Two,7,7,SPEAKER_01,"The speaker values holistic, non-synthetic approaches to managing hormonal health.",Episode__027_-_Comfort_is_the_Enemy,30,0,0,0,0,0.0,False,,,,,
business|Commercial_Real_Estate_Finance_in_Flux__Buy_Land__They_Aint_Makin_Any_More|26|0|23c9e5b4aa2519b9,business,Commercial_Real_Estate_Finance_in_Flux__Buy_Land__They_Aint_Makin_Any_More,26,0,SPEAKER_01,Trading synchronicity among different classes of CMBS-related securities is meaningful for investment analysis.,213__Avoid_Routine__Expel_Energy_in_Meetings,101,0,0,0,0,0.0,False,,,,,
religion|80__Heidi_Campbell|9|3|92bdea35ab0e4b12,religion,80__Heidi_Campbell,9,3,SPEAKER_01,The speaker values continuity and emotional presence in friendships regardless of physical proximity.,Jonathan_Friz_Introduces_10Days,48,0,0,0,0,0.0,False,,,,,
business|OPEN_Serialization_Communication_Standard|7|2|380b4e6da2ee9063,business,OPEN_Serialization_Communication_Standard,7,2,SPEAKER_01,The speaker assumes that lack of shared terminology between customers and vendors leads to miscommunication and poor implementation outcomes.,3_Free_Hosting_to_Experiment_and_Learn,25,0,0,0,0,0.0,False,,,,,
commentary|Let_s_Talk_About..._Video_Game_Soundtracks|56|0|7cb9ee7d118dd468,commentary,Let_s_Talk_About..._Video_Game_Soundtracks,56,0,SPEAKER_00,Music plays during boss battles in Persona.,Bottom_line__Trailer_2,3,0,0,0,0,0.0,False,,,,,
business|Trade_Coffee_CMO_Melissa_Spencer_Barnes_on_capturing_the_at-home_brewing_market|32|1|37803368201d0254,business,Trade_Coffee_CMO_Melissa_Spencer_Barnes_on_capturing_the_at-home_brewing_market,32,1,SPEAKER_00,Creating new content is a viable strategy for meeting rising consumer demand.,052__Preserve_Dignity_and_Build_Trust_by_Helping_Others_Save_Face,179,0,0,0,0,0.0,False,,,,,
religion|9_Captain_Sonia_Pruitt|38|1|59614877e09507ac,religion,9_Captain_Sonia_Pruitt,38,1,SPEAKER_01,PTSD is a legitimate and relevant concern for former police officers.,Psalm_91_Episode__7,25,0,0,0,0,0.0,False,,,,,
religion|Episode__123_-_Ashley_Abercrombie|3|4|317d38c97320b212,religion,Episode__123_-_Ashley_Abercrombie,3,4,SPEAKER_00,Audience members recognize the speaker's identity and role within the group.,The_Sultan_s_Horns,23,0,0,0,0,0.0,False,,,,,
business|Episode_52_-_Predicting_the_future|22|0|3274595ee5317671,business,Episode_52_-_Predicting_the_future,22,0,SPEAKER_00,The speaker believes they have some discretion in setting prices or offering concessions.,Coffee_and_Conversation_with_Bjarte_Bogsnes,177,1,1,1,1,1.0,False,The speaker believes that comparing ineffective and effective approaches is valuable.,6,3,2,0.800000
political|94412|16|4|d82cd719556cfda6,political,94412,16,4,SPEAKER_00,The presence of certain companies in the infrastructure bill reflects deliberate political favoritism rather than neutral economic planning.,92629,26,0,0,0,0,0.0,False,,,,,
commentary|Things_that_got_popular_over_the_past_few_years|64|3|8b9683f24a8c0d5f,commentary,Things_that_got_popular_over_the_past_few_years,64,3,SPEAKER_00,Other people likely find the Renegade dance easier to learn.,What_s_at_the_Heart_of_Our_Nation_s_Ongoing_Struggles_with_Race_2,28,0,0,0,0,0.0,False,,,,,
commentary|1__David_Richards__WANdisco_Life_on_your_own_terms__lessons_from_a_contrarian_2|2|1|e2b3b7e998a2c69e,commentary,1__David_Richards__WANdisco_Life_on_your_own_terms__lessons_from_a_contrarian_2,2,1,SPEAKER_01,The speaker believes that contextualizing modern challenges through past sporting events enhances audience engagement.,NEO420_Talks_podcast_-_Presents_Larry_Gaiters_talking_about_wuhan_virus_aka_coronavirus_2,28,0,0,0,0,0.0,False,,,,,
political|45358|8|3|f8d7480c541dfed5,political,45358,8,3,SPEAKER_01,Personal experiences of systemic racism carry greater weight than media narratives when evaluating societal conditions.,84194,92,0,0,0,0,0.0,False,,,,,
commentary|Let_s_Talk_About..._Video_Game_Soundtracks|73|0|9f060a95aaa803f1,commentary,Let_s_Talk_About..._Video_Game_Soundtracks,73,0,SPEAKER_01,There exists a meaningful distinction between 'one way' and 'the other' in terms of musical approach for games.,Ep._0___PLC_What_2,182,1,1,1,5,5.0,False,K-pop comebacks frequently shift between drastically different musical concepts.,14,0,2,0.850000
business|Ep._36_-_The_COVID|68|2|94591176dc3031ca,business,Ep._36_-_The_COVID,68,2,SPEAKER_01,The speaker and listener share a common understanding of stylistic or rhetorical preferences in language use.,Greg_Twemlow_interviews_Allan_Lalic__founder_of_Kebloom,166,5,5,5,3,1.4,False,People who share core beliefs will quickly resonate with the speaker.,11,6,2,0.700000
business|The_Power_of_Humility_on_Social_Media_w__Alex_Minor___Ep_5|68|0|00140689e76ffd3f,business,The_Power_of_Humility_on_Social_Media_w__Alex_Minor___Ep_5,68,0,SPEAKER_01,Visual demonstration is more effective than verbal explanation for learning technical skills.,SIMcast_Episode_29_-_with_life_insurance_expert__Bruce_Carlton,117,0,0,0,0,0.0,False,,,,,
business|Adapting_the_retail_operating_model_to_the__new_normal|8|2|119d3419d1977b3c,business,Adapting_the_retail_operating_model_to_the__new_normal,8,2,SPEAKER_01,Participation in ITAP by shop staff is meaningful even if they do not know about it.,02._Workforce_Development_-_Then___Now,17,0,0,0,0,0.0,False,,,,,
religion|16_-_Paul_Stine__38__-_Golden_Valley__MN|17|5|ff4bb41106a5d7cf,religion,16_-_Paul_Stine__38__-_Golden_Valley__MN,17,5,SPEAKER_00,Long-term fulfillment arises from consistency rather than immediate achievement.,Dimensions_Of_Faith__-Part_7_Praise,28,1,1,1,1,1.0,False,The audience should respond with an 'amen' rather than clapping.,3,2,2,0.850000
business|006__Youtube_101__with_Grant_Long|13|1|e0bc865a1e6f2fcf,business,006__Youtube_101__with_Grant_Long,13,1,SPEAKER_01,"The speaker believes they have a single, identifiable favorite character in Dragon Ball Z.",EE_21__A_Game-Changing_Etsy_Product_Research_Tool_-_Research_demand__keywords___improve_your_own_listings,15,0,0,0,0,0.0,False,,,,,
religion|Changes_and_Communications|1|3|b562fe19ec3d6bed,religion,Changes_and_Communications,1,3,SPEAKER_01,"The group (Riley, Bobby, Brandon) does not share the same social circle as the speaker and listener.",Get_To_Give,18,2,2,2,3,2.0,False,The speaker urges viewers to share the video with people who need spiritual encouragement.,0,4,2,0.700000
commentary|Slept_on_Classics__Music_for_the_Advancement_of_Hip_Hop___Anticon_presents_2|66|0|9e055fa411432a33,commentary,Slept_on_Classics__Music_for_the_Advancement_of_Hip_Hop___Anticon_presents_2,66,0,SPEAKER_00,Artistic meaning is shaped by subjective experience rather than objective authorial intent.,Ben_Baldanza__Airlines_and_the_New_Normal_2,190,1,1,1,1,1.0,False,"Some business travel continues, but it is characterized by company-paid tickets rather than personal expense.",9,4,2,0.950000
commentary|59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2|1|2|a9fa2f2332ab504f,commentary,59__Dont_Picture_This_Story__Re-Open-Palooza__Hulu_FINALLY_Updates_Their_Apps___More_2,1,2,SPEAKER_01,The speaker believes the addressee has some form of identity or existence within the context of streaming services.,How_close_are_we_to_a_coronavirus_vaccine_2,215,3,3,3,9,7.666666666666667,True,A portion of the adenovirus genome has been modified by removing some genetic material and inserting a gene from the coronavirus.,11,3,2,0.950000
business|Life__Compartmentalization___Role_Clarity|0|1|53a410d8ad8d0b4a,business,Life__Compartmentalization___Role_Clarity,0,1,SPEAKER_01,Maintenance and reliability professionals see relevance between their work and personal development.,25._How_to_Stop_Doing_Stupid_Things_When_You_re_Scared,30,1,1,1,1,1.0,False,Sarah Walton is a personal and professional development expert.,1,3,2,0.800000
political|97139|10|0|fcf581ae02c145b7,political,97139,10,0,SPEAKER_01,Trump's behavior reflects a pattern of personal attacks rather than policy-based debate.,64866,236,2,2,2,1,1.0,False,I practice expository preaching by focusing on Scripture rather than personal opinions.,5,3,3,0.950000
political|72673|20|0|8c00d92fe72ed648,political,72673,20,0,SPEAKER_00,The speaker believes that unified action by the dairy industry would improve the effectiveness of policy reform.,43991,298,4,4,4,5,2.0,False,The speaker believes they have a role to play in trying to improve the situation.,45,5,3,0.800000
business|S1E9__Supporting_Parents_Remotely_Since_1995|41|0|843bc6c38456eb76,business,S1E9__Supporting_Parents_Remotely_Since_1995,41,0,SPEAKER_00,Uncertainty about global conditions justifies flexible planning and contingency strategies.,What_Will_Happen_to_Hong_Kong_and_a_World_on_Fire____EMBARGOED__Episode_9,303,0,0,0,0,0.0,False,,,,,
business|Ep_3__Instagram_Connections__How_to_Up_Your_Game_and_Stand_Out_with_Bobbi_Peterson|7|5|0dce18ab388f0be8,business,Ep_3__Instagram_Connections__How_to_Up_Your_Game_and_Stand_Out_with_Bobbi_Peterson,7,5,SPEAKER_01,A shared vision of success requires alignment between passion and responsibility.,How_To_Develop_Deep_Relationships_With_Customers_At_Scale,50,0,0,0,0,0.0,False,,,,,
business|Hacking_Into_Security__9_-_Pentester_to_CISO_with_Marc_Bown|41|4|1e33210901b5a421,business,Hacking_Into_Security__9_-_Pentester_to_CISO_with_Marc_Bown,41,4,SPEAKER_01,Security organizations should prioritize problem identification before assigning human resources.,Katherine_Stewart__The_Dangerous_Rise_of_Religious_Nationalism_During_the_Crisis,162,0,0,0,0,0.0,False,,,,,
business|Pete_Panda_Shares_Insights_into_his_African_Mining_Database|14|2|57c466e121750a40,business,Pete_Panda_Shares_Insights_into_his_African_Mining_Database,14,2,SPEAKER_01,The speaker values emotional labor and dedication as legitimate forms of achievement.,2._Standing_Room_Only__Raghu_Reddy__Administrator__SurgCenter_of_Western_Maryland,92,0,0,0,0,0.0,False,,,,,
business|Ep._6__Founder_and_CEO_of_Autonomous_Flight__Martin_Warner|12|2|f2ed3376f09f2782,business,Ep._6__Founder_and_CEO_of_Autonomous_Flight__Martin_Warner,12,2,SPEAKER_01,"COVID-19 disrupted technological projects globally, including aerospace initiatives.",Michael_Bernoff___How_to_Stop_Being_Average,269,0,0,0,0,0.0,False,,,,,
business|How_Coca-Cola_Is_Trailblazing_the_Skills_Movement|9|0|94955fb8921e29e1,business,How_Coca-Cola_Is_Trailblazing_the_Skills_Movement,9,0,SPEAKER_01,The speaker believes that self-descriptions often contain unacknowledged or underemphasized qualities relevant to job performance.,475__How_to_Build_an_Advocacy_Coalition_With_Rachel_Sider__Norwegian_Refugee_Council__K-Cup_DoubleShot,37,1,1,1,1,1.0,False,The speaker believes their listeners might be gaining awareness of the large number of meetings involved in working within a coalition.,2,3,2,0.800000
business|01___A_Conversation_on_Mental_Health_with_Bruce_Croxon|4|1|d969a083979fb88b,business,01___A_Conversation_on_Mental_Health_with_Bruce_Croxon,4,1,SPEAKER_01,Others form judgments about my emotions primarily based on my facial appearance.,The_witness_interview,15,0,0,0,0,0.0,False,,,,,
political|49235|38|0|34a512df2c7775ac,political,49235,38,0,SPEAKER_02,Cultural change driven by immigration is perceived as a significant political issue within the Republican Party.,87399,65,0,0,0,0,0.0,False,,,,,
business|34__We_Are_Open_for_Business__with_John_M._Starcher__Jr.__President_and_CEO__Bon_Secours_Mercy_Health|30|1|a0a283500d35c9c6,business,34__We_Are_Open_for_Business__with_John_M._Starcher__Jr.__President_and_CEO__Bon_Secours_Mercy_Health,30,1,SPEAKER_00,Success in virtual care delivery over the past two months constitutes credible evidence worth leveraging.,11._Why_Gold_is_Going_Up...Waay_Up,20,0,0,0,0,0.0,False,,,,,
religion|What_to_know...part_19|0|3|fd67b8903624a5cd,religion,What_to_know...part_19,0,3,SPEAKER_01,"Scripture is authoritative, living, and active in shaping spiritual outcomes and personal destiny.",Season_2_s_Second_Wave_Begins__S2E7,14,0,0,0,0,0.0,False,,,,,
commentary|Opinion__CHANEL_Downtown_Calgary_Expansion_2|18|4|4c3044ec76dfbfdf,commentary,Opinion__CHANEL_Downtown_Calgary_Expansion_2,18,4,SPEAKER_00,Rent-through models in downtown areas are less favorable compared to standalone formats in suburban centers.,Aeternam___Al_Qassam___2020__Review,199,0,0,0,0,0.0,False,,,,,
political|70922|1|8|753476852834852a,political,70922,1,8,SPEAKER_00,A strong narrative of transformation—from farm girl to national leader—resonates emotionally with the target audience.,72457,232,0,0,0,0,0.0,False,,,,,
religion|Great_Realisations_with_Stacey_McIntyre|6|2|3f96c104ceb921c6,religion,Great_Realisations_with_Stacey_McIntyre,6,2,SPEAKER_01,The husband and children had some form of contact with the speaker during the referenced period.,Supernatural_Worldview__Courage_and_the_Unseen_Realm,27,0,0,0,0,0.0,False,,,,,
commentary|13_TAMAS_MATURA__Hungary_s_China_Policy_-_Orban_s_Illiberal_Cooperation_and_Classified_Details_of_Belgrade-Budapest_Railway|5|5|41dfadacc7c410a4,commentary,13_TAMAS_MATURA__Hungary_s_China_Policy_-_Orban_s_Illiberal_Cooperation_and_Classified_Details_of_Belgrade-Budapest_Railway,5,5,SPEAKER_01,The credibility of foreign policy discourse depends on consistent public promotion and media presence.,Something_has_flicked_2,104,0,0,0,0,0.0,False,,,,,
business|The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2|7|6|1f707bed454ebf3d,business,The_Secrets_to_Getting_More_Media_for_Your_Book_-_Part_2,7,6,SPEAKER_00,The speaker has authority on personal branding due to experience or recognition.,38._BomaLink_Founder_and_CEO_Shola_Salako_on_Building_A_Global_Business_and_Professional_Networking_Platform,208,6,6,6,9,4.333333333333333,True,The speaker believes it is their personal mission to help reconnect African diaspora members with Africa.,13,8,2,0.950000
business|Designing_interactive_virtual_classrooms_with_Jo_Cook|0|2|bcfa89dbefd04eec,business,Designing_interactive_virtual_classrooms_with_Jo_Cook,0,2,SPEAKER_01,Digital body language is a valid and useful indicator of participant engagement.,I_May_Have_Found_a_Sleeper_Luka_Rookie,12,0,0,0,0,0.0,False,,,,,
business|How_to_network_and_not_be_creepy_-_Jim_Vinyard|7|2|d1be18380314e172,business,How_to_network_and_not_be_creepy_-_Jim_Vinyard,7,2,SPEAKER_00,The listener knows or cares about the significance of John Portman’s architectural work.,Hyperhydration_-_Why_You_Need_to_Drink_More_Water,232,0,0,0,0,0.0,False,,,,,
business|Handling_Setbacks_with_Aaron_Leventhal-_CR71|50|0|6c4ffa026b55b2c9,business,Handling_Setbacks_with_Aaron_Leventhal-_CR71,50,0,SPEAKER_01,Pilot licenses remain valid indefinitely unless actively renewed or revoked.,Who_Is_Uncle_P,13,0,0,0,0,0.0,False,,,,,
political|70884|57|6|dca976a6bedb9ab2,political,70884,57,6,SPEAKER_01,The speaker is capable of accurately recalling historical vote records and economic figures.,87360,163,0,0,0,0,0.0,False,,,,,
business|Ep._9_Activating_omnichannel_with_content_intelligence_Cruce_Saunders|16|5|b66b3d83e0bdbb51,business,Ep._9_Activating_omnichannel_with_content_intelligence_Cruce_Saunders,16,5,SPEAKER_00,Organizational change is necessary to implement omni-channel personalization.,THE_Q_FACTOR__SEASON_TWO_TRAILER,21,0,0,0,0,0.0,False,,,,,
political|51924|10|3|738e2776857f805e,political,51924,10,3,SPEAKER_01,The speaker's interpretation of Roosevelt’s 1936 campaign reflects a legitimate model for modern political strategy.,92925,349,3,3,3,3,1.6666666666666667,False,Laura Kelly will use a campaign strategy focused on revisiting events from the past ten years.,4,0,2,0.700000
business|15_Mount_Wren___Renell_Wren|86|4|74fd9b1e27ab50e6,business,15_Mount_Wren___Renell_Wren,86,4,SPEAKER_00,There exists a meaningful connection between identity and religious expression.,066__Creating_Winning_Facebook_Ads_In_2020,16,0,0,0,0,0.0,False,,,,,
business|Beware_of_Options_Expiration_Week_-_Nick_Santiago_5_12_20__32|5|3|21bd0cb466cc67e3,business,Beware_of_Options_Expiration_Week_-_Nick_Santiago_5_12_20__32,5,3,SPEAKER_01,Market behavior follows consistent patterns over long periods.,Ep._486__Chris_Shipley,64,0,0,0,0,0.0,False,,,,,
religion|Dawson_Church_s_10_Best_Spiritual_Books|18|5|5b795e6994628c27,religion,Dawson_Church_s_10_Best_Spiritual_Books,18,5,SPEAKER_00,"Relationship fulfillment depends on subtle, non-material factors like energetic dynamics.",Should_we_speak_against_ministers_we_believe_are_false__Daily_Word,25,0,0,0,0,0.0,False,,,,,
business|Yuri_Dekiba__Sr._Director_of_Sales_Operations___Planning___Akamai_Technologies|17|4|f895ce31b3e1e052,business,Yuri_Dekiba__Sr._Director_of_Sales_Operations___Planning___Akamai_Technologies,17,4,SPEAKER_00,Organizational alignment with leadership is critical during periods of uncertainty.,Trump_s_Tweets__Verlie_Oosthuizen_gives_us_the_low_down,84,0,0,0,0,0.0,False,,,,,
business|Talking_coaching_with_Liam_Brobst|25|4|23942bbe5e0b5d4c,business,Talking_coaching_with_Liam_Brobst,25,4,SPEAKER_01,Effective coaching involves active interpretation and adaptation rather than passive delivery of content.,Is_It_Time_To_Start_Traveling_Again__Covid_Update,20,0,0,0,0,0.0,False,,,,,
business|US_Stock_Market_-_Is_It_a_Good_Time_to_Invest|15|5|9c3f72a51dd53f10,business,US_Stock_Market_-_Is_It_a_Good_Time_to_Invest,15,5,SPEAKER_00,Pre-pandemic economic benchmarks are relevant and desirable targets for recovery assessment.,EP43__Sustainability_in_a_fast__fashion__world_-_Fashion_Takes_Action,147,0,0,0,0,0.0,False,,,,,
religion|150_-_Author__Starseed__Lightworker__Witch_Victoria_Maxwell_-_Enlightened_Conversations_Podcast|0|0|3dfc2218c588a354,religion,150_-_Author__Starseed__Lightworker__Witch_Victoria_Maxwell_-_Enlightened_Conversations_Podcast,0,0,SPEAKER_00,Audience members value personal branding and online presence.,God__You_and_Others-_Ps_Kristian_Macfarlane,21,0,0,0,0,0.0,False,,,,,
business|Yuri_Dekiba__Sr._Director_of_Sales_Operations___Planning___Akamai_Technologies|3|0|754a78f86cbd8f40,business,Yuri_Dekiba__Sr._Director_of_Sales_Operations___Planning___Akamai_Technologies,3,0,SPEAKER_00,Learning and personal growth are valuable and worth pursuing throughout one’s career.,Dealing_with_Obstacles_Pt.2__Peter_s_choices,18,0,0,0,0,0.0,False,,,,,
business|DGS_129__Get_More_Realtor_Referrals_With_Your_Own_Mobile_App|22|4|97a6b2f09331f5db,business,DGS_129__Get_More_Realtor_Referrals_With_Your_Own_Mobile_App,22,4,SPEAKER_01,The success of the referral program depends on active engagement from beta testers.,Morning_Tarot___Free_Thoughts_Day_2,20,0,0,0,0,0.0,False,,,,,
political|82466|15|0|2de115abc2ac7c39,political,82466,15,0,SPEAKER_01,The speaker assumes that economic self-interest drives rational behavior in financial institutions.,87022,150,0,0,0,0,0.0,False,,,,,
business|New_Creator_Marketplace_Application_Process___Interview_with_Viral_TikTok_Creator_RynnStar__Pt_2____Ep._19|22|4|edcbafc7c62c4182,business,New_Creator_Marketplace_Application_Process___Interview_with_Viral_TikTok_Creator_RynnStar__Pt_2____Ep._19,22,4,SPEAKER_00,There is moral value in recognizing one’s own ignorance when confronted with new evidence.,How_to_Play_the_Real_Estate_Game_with_Andrew_Cordle,200,1,1,1,1,1.0,False,There is at least one such deal that comes to mind.,17,5,2,0.950000
political|94312|0|3|90056e34108ed528,political,94312,0,3,SPEAKER_00,Consumers should have access to safe cannabis products free from harmful pesticide residues.,45371,91,0,0,0,0,0.0,False,,,,,
business|Mike_Talks_COVID-19_with_Dr._Peltzer|49|4|3c97f287fbc3269c,business,Mike_Talks_COVID-19_with_Dr._Peltzer,49,4,SPEAKER_00,The speaker believes that helping wrongfully convicted individuals is a morally important endeavor.,Episode_83__Change_Leadership_with_Terrence_Moorehead__CEO_of_Natures_Sunshine,82,0,0,0,0,0.0,False,,,,,
political|47170|30|4|eeab36876d8614f6,political,47170,30,4,SPEAKER_01,The listener shares the speaker’s negative view of China’s actions and values.,49868,291,5,5,5,1,1.0,False,The speaker learned specific details about the listener's parents prior to the interview.,2,4,2,0.950000
business|Credit_Funds__Considerations_for_Credit_Fund_Managers_Overseeing_ERISA_Plan_Assets_in_Light_of_the_COVID-19_Pandemic|1|0|e48114a1355e9414,business,Credit_Funds__Considerations_for_Credit_Fund_Managers_Overseeing_ERISA_Plan_Assets_in_Light_of_the_COVID-19_Pandemic,1,0,SPEAKER_01,A prudent person acting in a similar capacity would possess relevant expertise and familiarity with fiduciary duties under ERISA.,1.2_-_Resilience,79,0,0,0,0,0.0,False,,,,,
commentary|State_of_Black_America_2|48|1|118b7fa28a94ebaf,commentary,State_of_Black_America_2,48,1,SPEAKER_01,Criminality should not be associated with race or socioeconomic status.,Reviving_Namibia_s_Livestock_Industry_2020_2,25,0,0,0,0,0.0,False,,,,,
business|How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life|17|3|bb8a2247837b6808,business,How_A_Mom_s_Twist_Of_Fate_Saved_Her_Depressed_Teen_s_Life,17,3,SPEAKER_00,It is meaningful to question whether medication explains observed behaviors or states.,01_Millennials__work__Holy_Sh_t__w__Wing_Yan_Man,225,2,2,2,5,3.0,False,Conscious action allows individuals to choose whether or not to perform certain behaviors.,12,3,2,0.800000
religion|When_You_re_Found__You_Can_Fail__and_Other_Augustinian_Insights|21|0|b4b1f0da9c663bb4,religion,When_You_re_Found__You_Can_Fail__and_Other_Augustinian_Insights,21,0,SPEAKER_01,Divine love precedes and enables human performance rather than being contingent upon it.,294._When_the_Unexpected_Happens,28,0,0,0,0,0.0,False,,,,,
business|Weight_Loss_vs._The_Quarantine_15_-_Interview_with_Soumya_Gayatri_-_Journeypreneur_Podcast_Ep._126|1|4|f7ad5fe71eb3588b,business,Weight_Loss_vs._The_Quarantine_15_-_Interview_with_Soumya_Gayatri_-_Journeypreneur_Podcast_Ep._126,1,4,SPEAKER_00,Audience members are likely experiencing similar emotions and behaviors described.,053_-_Christopher_Oosthuisen_of_Svperhuman,456,0,0,0,0,0.0,False,,,,,
business|Elevating_EMPATHY_in_our_CULTURE__Brandon_Farbstein|15|2|b2504caa1d34856a,business,Elevating_EMPATHY_in_our_CULTURE__Brandon_Farbstein,15,2,SPEAKER_01,Public speaking and media content are credible pathways to transformative change.,Episode_4__How_does_structure_impact_behavior,107,0,0,0,0,0.0,False,,,,,
business|Katie_Fear_on_the_Community_of_Verrado___Episode_14___Your_Neighborhood_Real_Estate_Show|45|2|c300c6c4dc2cfb3f,business,Katie_Fear_on_the_Community_of_Verrado___Episode_14___Your_Neighborhood_Real_Estate_Show,45,2,SPEAKER_00,The speaker and listener share common expectations about social events involving food and entertainment.,Creators_Don_t_Follow_Rules,10,0,0,0,0,0.0,False,,,,,
business|S4E4_-_How_Do_You_Do_Organizational_Development_and_Why_is_People-Centered_Leadership_So_Important|10|2|4cfafd07a79a1a62,business,S4E4_-_How_Do_You_Do_Organizational_Development_and_Why_is_People-Centered_Leadership_So_Important,10,2,SPEAKER_00,"Effective leadership involves foresight, intentionality, and influence over teams.",College___Retirement_Planning_with_Melinda_Wilke,126,0,0,0,0,0.0,False,,,,,
political|71747|4|2|fb4f5599e167067e,political,71747,4,2,SPEAKER_00,There exists a meaningful distinction between regions within the Gulf Coast regarding hurricane impacts.,95822,319,4,4,4,1,1.0,False,There will be a bet tomorrow regarding voter preferences between medical cannabis and Donald Trump and South Dakota.,44,2,3,0.950000
political|90578|35|0|53ac5517bb46a600,political,90578,35,0,SPEAKER_00,There is a recurring event with a predictable outcome.,76119,195,0,0,0,0,0.0,False,,,,,
religion|Use_Kundalini_to_Transcend_Your_Ego|24|7|c6a31a23c7edb1a4,religion,Use_Kundalini_to_Transcend_Your_Ego,24,7,SPEAKER_01,Energy manipulation via Kriya and Kundalini is a valid and measurable mechanism for mental clarity.,124_Blaming_and_Praising_Ourselves_The_Hikam_Shaykh_Zahir_Bacchus,27,0,0,0,0,0.0,False,,,,,
political|72687|10|0|5ee4b37bd9d699f5,political,72687,10,0,SPEAKER_00,The speaker believes that funding decisions require formal legislative processes.,81301,311,4,4,4,5,2.0,False,The speaker believes the current system has become ineffective due to the lack of procedural barriers.,51,3,2,0.800000
business|Telling_Our_Stories_008___Andrew_Herbert|28|2|a670d03f522ff1b3,business,Telling_Our_Stories_008___Andrew_Herbert,28,2,SPEAKER_00,There exists a shared understanding of what 'today's Photoshop' looks like.,Essential_Geopolitics__The_GCC_Battles_Covid-19,67,0,0,0,0,0.0,False,,,,,
religion|The_Dwarf_and_Tragedian|216|4|4ebeb25a7d342e2e,religion,The_Dwarf_and_Tragedian,216,4,SPEAKER_01,There exists a metaphysical reality where heaven and hell are states of being rather than physical locations.,Episode_557__Movie_Critique_of_The_Shack_Pt_2,30,0,0,0,0,0.0,False,,,,,
political|74115|7|0|ca93de4712df81f0,political,74115,7,0,SPEAKER_01,Advocacy group research is credible and relevant evidence regarding military justice disparities.,46690,116,0,0,0,0,0.0,False,,,,,
religion|What_is_the_New_Testament_about|16|7|987315d28eb62e72,religion,What_is_the_New_Testament_about,16,7,SPEAKER_00,The Holy Spirit's work through various individuals is central to the narrative of Acts.,An_Overcoming_Spirit,19,0,0,0,0,0.0,False,,,,,
sports|Ep.1_Who_are_we|5|1|92b4601a69880603,sports,Ep.1_Who_are_we,5,1,SPEAKER_00,The term 'Saunty longboarding wave' refers to a recognizable type of wave within surfing culture.,Speaking_Out__Athletes_using_their_platform_for_good_2,409,0,0,0,0,0.0,False,,,,,
religion|10_45__16__Gifts_of_the_Father__Son__and_Spirit|1|4|a50805d798aba6be,religion,10_45__16__Gifts_of_the_Father__Son__and_Spirit,1,4,SPEAKER_01,Personal transformation depends on surrendering control and allowing God to act supernaturally in one’s life.,Heaven_Now__Heaven_Later,19,0,0,0,0,0.0,False,,,,,
political|74543|4|3|35b5758276ac2118,political,74543,4,3,SPEAKER_01,The speaker believes that political positioning can be meaningfully compared through symbolic groupings like 'the Squad' and 'Democratic Socialists of America'.,76990,124,1,1,1,1,1.0,False,The speaker followed through on Aaron's initiative to send notes offering help.,15,4,2,0.850000
