prompt,turn_text,n_explicit,n_implicit,n_assumptions,avg_confidence,is_valid,has_keys
prompt4,"our Inside Knowledge series. I think data in an unknown situation can be something we can really feed on and it was really interesting to hear you speak about that. Do you keep an eye on our social media @LidPublishing, where we'll be sharing podcasts like ones with Colin, as well as other inside knowledge from our other authors and experts. Take care for now and we'll see you next time on LidRejo Podcast. [MUSIC PLAYING]",2,5,5,0.892,True,True
prompt4,"(upbeat music) - Hello everybody and welcome to Ask the CEO with Avraham Gattail. Today, I'd like to introduce a very special guest. He's the Executive Vice President and Chief Revenue Officer of CRIMO, a company that fills the critical gap in industrial productivity by leveraging analytics to transform underutilized data into operation critical insights. As part of this discussion, we will share how the partnership with Microsoft, the use of Azure and the Azure Marketplace, have empowered them to scale and grow their business. It's my pleasure to welcome Paul Boris. Welcome, Paul. - Thanks, everyone.",3,5,5,0.908,True,True
prompt4,"you there. - Yeah, great having you here. So Paul, I'm really excited to be speaking to you today. IoT deployments have gone up year over year with a projected number of 20.4 billion devices installed by the end of this year. Now, while many manufacturers like to paint this rosy picture of customers using only their products in a green field environment, the reality is that many manufacturing facilities have all kinds of IoT devices installed in there. And as we know, one of the benefits of having an industrial IoT solution is the ability to obtain actionable analytics from your devices. And that's hard enough to attain on a single manufacturer's platform, let alone a hodgepodge of hundreds of thousands of disparate devices across an industrial manufacturing facility. What are the challenges industrial operations run into when trying to convert their IoT collected data into useful",6,5,5,0.8960000000000001,True,True
prompt4,"? - Yeah, so this is a great point 'cause everybody's in this rush to drive more data and more devices into the operation. And I've been in the space at this point, quite a long time, 30 years really in manufacturing. The biggest challenges are, first off, people don't think they have data at all. So they've got data on some new pieces of equipment or some new lines or something that they brought in. But that data, when they look at it from a typical perspective, isn't enough to give them a full view of what's going on in the operation. They've kind of got a node as opposed to a network or a train of assets. So that causes a lot of issues because it shows up as gaps in the data, gaps in the insights they may get. That's not necessarily the case, I'll maybe explain why later, but that is one of the concerns. Next is they've got some data and now they're trying to get it securely from that device, from that machine, from that cluster or work cell into a position where they can use it. That might be a local system, an MES manufacturing execution system, something like that. Now more so, it's up into the cloud where they can do some deeper analytics on it and get some better insights. And the third is, if you've actually got it and you've got it moved into a position where you can actually take a look at it, a lot of folks, and this is one of the kind of mistakes that some people make is they feel the necessity to have it all harmonized, normalized, rationalized. It's all got to be named correctly. And they spend, I talk with manufacturers that quite frankly, they've got programs that might run two, three years where the first year is spent cleaning things up. And the big challenge there is, halfway through that process, they'll bring in a new line from a different facility that's got a different set of systems with a different Navy",6,5,5,0.908,True,True
prompt4,"all over again. - They'll start all over again, they'll buy another division, they'll retire a facility in an asset where they started it. So it becomes this kind of a decaying loop of always get new information coming in and I can never seem to get this all straight now. That's holding a lot of things up. There's a lot of things that are going on right now, really in the data space, the security and the transport of that data that are eliminating those challenges for the most part. But it's, that's where people kind of get stuck. They look at this and they say, I've got to buy a whole bunch of sensors and put sensors in to get started. I think that's, I don't think that's active. I think you can get started a lot",4,5,5,0.9179999999999999,True,True
prompt4,"'s, yes, it's, you need to move forward with the process because remember, this data isn't just going to change how you run these operations. It's going to change how your people interact with the systems and interact with each other and understand how the process is running. These processes are coming incredibly more complex. And if we don't kind of allow people to walk into the space where they're using these tools and technologies and virtual bots and things that are helping them through, to do better analytics, they're not going to be ready. You can't flip the switch and instantly create this, you know, brilliant factory or smart factory. And expect that everybody's going to be ready to do anything with that when they're standing in front of that equipment. You need to do this in tandem working together",4,5,5,0.9120000000000001,True,True
prompt4,"is really where I've spent a lot of my time and how I've attacked it for a lot of years. And this is back running on AS 400s and getting reports on green bar and how you do at that level of data when you're trying to run operations and manufacturing in real time. The point, and you mentioned this earlier, is to get started now with what you have. If I have nothing more than I know what went in and I know what came out, if I can get better insight to that and I can feed that information back to people, then I can actually start to understand do I want to work on the first half of that line or that area or that plant or the second half? How can I start dividing it? So it's not to lose good on behalf of pursuing a great. That's really what the issue is about. So use what you have. You've got more data than you need to get started. Start now and create some insights. Those insights will guide you into what the next best action is and how you're gonna drive your process forward",4,5,5,0.9099999999999999,True,True
prompt4,"yes, it is. It is, if you don't understand that, and this is just my position, for the foreseeable future, we still can't get self-driving cars to do really well in adverse conditions. And so just yesterday, I had a long conversation with a manufacturing manager, very complex process. He's dealing with right now COVID, the virus, this massive disruption to his supply chain. So literally 40% of his staff of 500 has been called non-essential. So they're out. Now the other 60% have to come in. They have to stay six feet apart. They've got to wear PPE. Everybody's got to be protected and safe. All while doing manufacturing. He's in the oil and gas phase. So there's been this tremendous collapse of the oil market. He's got to deal with that. And at the same time this was going on, they actually retired a facility and they're bringing a new facility into his operation. He can have all the data in the world, all the analytics, all the metrics. If he's not driving that team forward, and one of the things that he said to me that I thought was really brilliant, he explains to his team every day that this is a chance to do something you'll never get to do in your lifetime. Your growth and your ability to endure kind of chaos in operations will never be challenged probably in our lifetimes way it is right now. So he's working with the team, but he's also now got them focused on the data. Where can we start to pick off pieces of data, start to roll that back into the operation and give folks refocused on the things that are driving the process forward most effectively. So if you're not doing both, if you're not considering how to augment the intelligence of the human and how to make the machine more thinking, a more intelligent machine and then work those in combination, you're going to miss the opportunity. I just don't think you're going to be able to drive the process if I can",13,8,5,0.914,True,True
prompt4,"discussed. >> So this is the foundational premise of the company started about just over three years ago, was that if we could augment the intelligence of the human, if we could create kind of an AI mentor software bot that could tap you on the shoulder and say, but just same way a 30 year operator within those operations where they'd say, ""Hey, I've seen this before. ""I can't really recall, but I know when this happens ""and these things are put into the machine, ""we need to do these extra work ""or we need to be careful of these other considerations."" The software bot, this analytic engine called Razor, that's our product, listens to all the underlying signals that already exist in manufacturing. So we grab the data as it is, where it is, without the need to do all that rationalization and harmonization and then listen for signals that we can feed back to the operator and say, ""Here's an insight that you probably didn't catch, ""something you may want to attend to ""with an understanding that an operator is going to do it, ""not do it or do something completely different."" But whatever that action is, gets picked back up by that model again, and the next turn of the crank, it's even smarter and provides even better insights. So it starts with what you have. It starts right now. We're providing these insights to companies in as little as 15 to 30 days that they're able to go back in and use with their teams, the teams then take an action that impacts the data, the data that impacts the team, and it becomes that kind of virtuous cycle of the augmented human and the intelligent machine working",5,5,5,0.8939999999999999,True,True
prompt4,"loop. - That's exactly what it is. But the key is to understand that in all of manufacturing, we're solving a class of problem. How to pull insights that are hidden inside the data you've already got. So go back to the beginning where we said, ""You may only have a couple pieces of data."" We don't need to have all the information, all the data about this node. We can take information from along the process or in a plant and actually pull from that what nominal behavior is, and then that exposes with the sub-optimal behavior is. And when we see that, that allows us to give some direction. And that's really based on the power of the tools that are available today around AI and machine",4,5,5,0.9119999999999999,True,True
prompt4,"them. - Well, you can find it on the internet pretty easily, but the A380, the aircraft that had a catastrophic failure on an oil line at a leading edge of a wing in flight. Thank God they had the most seasoned crew on the aircraft. They had trainers on the aircraft that just happened to be flying. They really knew what they were doing. They would have lost the aircraft easily. But what happened was it took them something like 45 minutes to clear all the alarms in the cockpit just so the team could determine what their next best action was. So if all we're hearing are these alarms sounding and we're not getting any context with them, if we're not getting insight with them, and we don't realize one of them is a fire alarm that we need to get out, let alone reset a piece of equipment, then the consequences could be catastrophic. Now, they're not always that life and death, but in an operation, right and same, think about what we're doing right now. I've either got a control cost, much more tightly because my market's collapsed. I've got a control production much more tightly because I'm in a surge that I can't even control. People are buying more of my product than ever before. Or I'm bringing a new product in because half my plants close, the other half are in the food companies are taking all their institutional package and moving it to commercial and retail packaging. How do I get that started up without making all the mistakes everybody made before? I wanna learn from the insights that are buried in the data, I wanna do these things. So it's a tremendous opportunity for literally any manufacturer right now to take advantage of what they've got, improve the process and start this cycle of digital",10,7,5,0.89,True,True
prompt4,". - Yeah, it's, look, it's an exciting time. The manufacturers are in a great position. If they're thinking ahead, if they're thinking about, what can I do differently to create more value tomorrow? I can bring in all kinds of consultants and technology and people to drive things next year. But what are we gonna do tomorrow next week? What are we gonna do with the tools and technologies that we have? What can we add to it just to complement that mix and then drive the process? I think that's where people need to be focused 'cause there's tremendous opportunity, frankly, everywhere. We've not engaged a company where we couldn't help them drive performance very, very quickly. -",3,5,5,0.9199999999999999,True,True
prompt4,"in the Azure marketplace. So literally you can go to the Azure marketplace and you can execute and start the technology and the technology deployment. It drops in very, very quickly. It would be merely a matter of exposing historical data securely so that we could then push it through. We're cloud-based, so we're on Azure. That's where our technology resides. It can run locally if that's a requirement. The manufacturers, sometimes you have these operations that have a security requirement based on what they produce where they can't, they need to air gap things. If that's necessary, you can do that. But typically it's on Azure. That data would then come into the analytic engine. We would report the insights back and we would within a week to two weeks start providing value to the operation literally from the time they say, let's go, let's get started",10,6,5,0.8699999999999999,True,True
prompt4,"? - So I think they should go to the Azure marketplace. We're gonna have a short link on the screen, but I'm gonna read it here to you just in case you want to write this down. It's gonna be HTTPS colon slash slash bit.ly I'll lowercase slash two capital V, small queue, capital J, small G91. You'll see that on the screen. It'll be in the show notes. And you can get to the Azure marketplace. And there's a lot of great tools and technologies there. I mean, it's a tremendous resource that Microsoft's providing for manufacturers and really anybody in the space that's trying to deploy new advanced technologies",2,5,5,0.8940000000000001,True,True
prompt4,"I cannot overemphasize what it's done. So we were a startup three years ago. We've got several Fortune 100 customers at this point. We're closing deals every quarter, new customers and new use cases and deployments. And the ability to get from that first concept to scalable deployable secure technology is really about how we've been able to leverage the Microsoft tools, leverage Azure. And now most importantly, the Azure marketplace to get more awareness of our technology out in the space and allow customers to access more quickly. So from literally every aspect, the Microsoft team has been fantastic. And we're working with some great folks and they've helped us and they really understand if you're a startup, if you're a young company, you can get swallowed up by large organizations. It can be very difficult. They actually understand how to work with younger smaller organizations that need to get their first wins in place and then build on that. And they've just been a fantastic partner from the technology, to the partnership programs, to just visibility about what we're doing in the",4,5,5,0.9,True,True
prompt4,"? - So they should go to the manufacturing marketplace. So that's mfgmarketplace@microsoft.com and they can get into the manufacturing, the Microsoft Manufacturing Group and they can start looking at the marketplace rewards there as well. So that's mfgmarketplac.com and we'll have a link there as well. - Great",2,3,5,0.932,True,True
prompt4,you? - So they can find us at Praymo.com. That's p-r-a-e-m-o.com. We're on Twitter at Praymo.ai and you can send an email info@praymo.com. We're on LinkedIn as well. You can find this very easily in the search box. Just type them in Praymo and you can find myself there as well. Love to connect with folks,3,5,5,0.8940000000000001,True,True
prompt4,"audience? - So we're in a kind of an interesting time. There'll be a time where this conversation will get replayed and we'll be well past this disruption that's going on right now. And it's always amazing to me when you see the general public learn about things like manufacturing supply chains and the criticality of manufacturing operations and companies that need to be able to flip products on a dime would go from making literally automotive parts to ventilator parts in a matter of weeks. And there's a capability and a resilience and an ingenuity that exists in the manufacturing space and has been, it's kind of been stifled because most folks and reasonably so want to make this data based decisions. Microsoft has given us tools now to go all the way down to the metal and get that information out of these machines. We're building tools that allow us to actually use that data as is and start things very quickly. If you allow, if you really believe in your teams and their capability and understand like that manufacturing manager that I talked to and said, this is a time that's going to give them an experience and capability like they've never had before, those people will step up. So challenge your teams, get them thinking about new, using new tools, using new techniques, using new approaches, you have to do it right now as we sit in the middle of this disruption. But your ability to do that and trust those teams and drive forward is going to pay dividends in untold ways for years to come in an operation based on how those people really drive and advance your organization and bring the best in their talent. I've been in manufacturing forever. The best people are in the supply chain teams and operations teams and they will work as hard on the goals of the organization as they will on anything. Giving some trust and some tools and they'll definitely be ready to go. -",5,5,5,0.922,True,True
prompt4,"Hi, it's Brian Rose and welcome to London Real. If you're listening to this podcast, it means that you're excited about learning and creating real change. Well, me too. That's why I started broadcasting this show eight years ago. And over that time, I've learned that change only happens when you take action. Maybe you've been thinking about what steps you could take in order to live a better life. But you're feeling stuck. Or don't know where to start. I understand, and that's why I created the London Real Academy to help people take that first step towards everything from starting their own business to recording their first podcast to speaking publicly or just to leading a healthier, more productive lifestyle. And today, I'm offering you a free one to one phone call with one of my London Real Academy coaches who can speak with you directly about your personal challenges and how we can help. There is no cost for this and no obligation. So if you're ready to take action, go to LondonReal.tv/change or click on the link to book your free coaching call and start your journey today. Now onto the show. The world is changing. Inspiration is everywhere. It has never been so easy to connect, share and bring people together. We're learning from others and finding the best in ourselves. Challenging our beliefs. Sharing our vulnerability. Overcoming our fears. Bringing ourselves so we can transform the world. How far can we go? This is LondonReal. I am Brian Rose. My guest today is... This is LondonReal. I am Brian Rose. My guest today is General Robert Spalding, the former US Air Force Brigadier General turned foreign policy strategist and author. For more than 26 years, you held integral roles at the Department of Defense, the State Department and in the Trump administration, you were the senior director for strategy to the president. You are a senior fellow at the Hudson Institute focusing on US-China relations and your work on 5G has reset the global environment for the next phase of cybersecurity. Your latest book, Stealth War, how China took over while America's elite slept, unveils the six-front war that China is waging on the United States, General Spalding. Welcome to London",5,5,5,0.9020000000000001,True,True
prompt4,"Great to be here. It's great to be here and great to have you. I'm super excited for this. I just want to first of all announce that we are streaming now on our brand new digital freedom platform, which is a censorship-free, independent broadcasting system that is of the people, by the people, for the people. It's available exclusively on our website at LondonReal.tv. Robert, I pledge to you and everyone watching us that none of this conversation will be edited, censored, removed or banned and that anyone in the world can watch the full version of this episode free at LondonReal.tv/spalding. Thanks to the generous donations of 25,000 people around the world, I also call the London Real Army. For anybody wanting to become a founding member of the digital freedom platform, they can go to LondonReal.tv/freedom to donate and fight with us on the front lines to protect our human rights. Here at LondonReal, we've been a platform for free speech since 2011. Robert, I'm super excited to have you here today. I thought we would start by jumping right into it. It's a statement you made recently, which was, ""The Communist Party of China is responsible for the pandemic."" Please, Robert, explain.",8,5,5,0.8280000000000001,True,True
prompt4,"Well, so a lot of people get hung up on the origin of the virus. I think that is an answer we're not going to have until the end of the Chinese Communist Party, which is normally true for any totalitarian regime. You don't get access to the archives until it fails. What we do know and what has been made public by the Communist Party itself was that on the 7th of January Xi Jinping was running the crisis in Wuhan, personally. Now, I know from my past as a defense attache and senior defense official in Beijing that when Xi Jinping gets eyes on a problem, a crisis or a budding confrontation between the US and China, he's very directive and has direct control. I was there in Beijing a week before they took the UUV in the South China Sea, which was an underwater glider. I watched how Xi Jinping executed direct control over the captain of the ship in the South China Sea as we were negotiating the return of that vessel. So I know that if he says on 7th of January, he was in charge of a crisis, he was in charge of the crisis. We also know that in December, the Chinese Communist Party knew about human-to-human transmission, and there's public evidence of that on the 13th of January. So 7th of January, he's in charge, 13th of January. They publicly acknowledge human-human transmission. And what's going on at this time? The highest peak season for traveling China for New Year's. So 7th of January, 13th of January, then 23th of January, they close Wuhan. Now the Wuhan mayor says at that time that already 5 million people have left Wuhan. We also know that based on a DHS report that came out this week, that they turned from a net exporter of PPE, protective gear for frontline responders for coronavirus, into a net importer during the same timeframe in January and February. So they're importing much more PPE than they're exporting. And at the same time that they're telling the WHO and everybody else that there's nothing to see here. So we have evidence there that it's definitely, it was purposely done. So disregard where the virus came from, the pandemic itself was purposely executed by the Chinese Communist Party for what means. We don't know, but we do know that they profited from the sale of PPE after the coronavirus started and were essentially exporting panic to the rest of the",8,7,5,0.9020000000000001,True,True
prompt4,"contain it. That's exactly right. Actually, it's partially right. They began to take measures to contain travel domestically within China, but internationally they were continuing to promote that travel. And in late January, the president, our president basically banned travel to and from China, but what we didn't ban was travel to and from Europe. And so Europe was getting the travelers from Wuhan and that was infecting Europe. And then our major infections came on the east coast of the United States. No surprise because that was delivered from Europe.",6,5,5,0.9040000000000001,True,True
prompt4,"it's facts. When you look at the information, it's not conjecture. You can actually see a pattern of behavior reinforced by the importing of PPE and the banning of exporting of PPE during the same timeframe that shows a premeditation in terms of what they were trying to",3,5,5,0.892,True,True
prompt4,"I think that's, I mean, you bring up a good point and when you don't understand the nature of the Chinese Communist Party, then you don't understand the way that they look at their own people. So the Chinese Communist Party actually is a regime that has in the past killed tens of millions of their own people. And they did this during the reign of Mao Zedong and Mao did it in the Cultural Revolution really primarily and with the rise of the Red Guards primarily to exert political control over leadership of the Chinese Communist Party. So he was willing to create chaos and cause a death of tens of millions in order for him to get political control. So when you don't actually view your citizens as citizens, but rather as subjects, then the ability to do whatever horrendous thing comes to mind because it benefits your own power becomes available. You can also look at the current regime and say, okay, well, they have concentration camps. They have forced organ harvesting of prisoners of conscience and they have the most executions of any country in the world. So clearly, this is a regime that doesn't care about what happened to his citizens. It's really about only power and",7,5,5,0.914,True,True
prompt4,", yes, and sad to say and it's horrendous and we would never think that way. But we live in countries where citizens are actually, it's not a government that is subservient, or not a people that are subservient to a government as in China. We live in governments that are subservient to their people. And that's a completely different philosophical approach to governing the country. And I think we've seen the difference particularly, there's a stark contrast between how the Chinese Communist Party approached the coronavirus and the government of Taiwan. The government of Taiwan being a democracy where the citizens, where the government is essentially under the power of the citizens really reacted quite differently. They sent investigators to Wuhan in December. They asked the right questions when they didn't get the right answers. They came back. They sent a letter to the WHO saying they were concerned about human transmission on one January. They started boarding aircraft coming from Wuhan to make sure that there was no infections. They started then banning flights to and from Wuhan and really began to institute more aggressive measures. And today they've had the best response of any nation out there in terms of how to respond to the coronavirus. It doesn't matter if you're an authoritarian regime or a democracy, their lessons learned from 2003 and SARS and the inability to trust what the Chinese Communist Party was saying, they put into action. And unfortunately, nobody else in the free world did. But if we just contrast those two models, clearly the openness of transparency, the really the caring of the citizenry that comes from a democracy shows very brightly in Taiwan in terms of how they address the issue.",6,5,5,0.892,True,True
prompt4,"Well, so, I mean, there's two ideas that I have come up with. The first was really the realization that their economy was going to be impacted as they began to deal with the repercussions of the spread of the disease. And why should their economy be the only one to suffer? The other is really about the price gouging that's been happening because they basically locked down the worldwide supply of PPE. So I think part of it was to make sure that they weren't the only ones affected negatively, but then also to positively profit from the spread of it by having all the PPE.",4,5,5,0.9040000000000001,True,True
prompt4,"Oh, I'm sure there are, but let's go back to World War II. I think in the beginning Churchill was hammered because he was saying we need to do something about the Nazis. And in fact, most of the majority of people said, no, we need to kind of embrace them. We need to bring them into the family of nations. This is the same thing that's been going on in the United States and other countries, other democracies as the Chinese Communist Party has risen and gained more and more power. In fact, we help them gain in power. So I'm not surprised that there's still a large contingent of people that wants to give them the benefit of the doubt. But then you have to ask, you have to wonder, you know, the fact that we're talking about concentration camps and forced organ harvesting today, and that doesn't give them pause with regard to how we address this regime, you just have to wonder about what are their motivations, why do they think this way? And in fact, I've talked to a lot of them, quite frankly, their motivations are essentially profit-based. So I really don't have a lot of sympathy for the way they feel about the Chinese Communist Party, when a lot of it is based on the millions or billions that they're making based on their relationship with",7,5,5,0.9040000000000001,True,True
prompt4,"them. I think you'd said before that, you know, for thousands of years, China was dominant in the world as a country. And then they took maybe the last 100 years off and struggled. But for them, this is something, it's almost like their birthright, right? They believe that in the long run, they should be the dominant force on this planet, and they're putting those plans into place.",4,5,5,0.9040000000000001,True,True
prompt4,", it really is. And if you think about it, and if you live there, as I have, you understand that, you know, the Chinese are proud people. That being said, they're controlled by a regime of 80 million that really only has a few hundred that are in leadership positions that drive the entire society according to their own interests. And so, you know, this idea of, you know, a century of humiliation, that's been driven into the population based on forced indoctrination at all grade levels, based on the media, based on how they control the internet, you know, with the Great Firewall. That's all of these things aren't necessarily without the direct, you know, work by the Chinese Communist Party. Quite frankly, that was instituted after the Tiananmen massacre. So Tiananmen massacre occurs. There's a number of discussions. Those are released, you know, behind the scenes, Chinese Communist Party discussions, leadership. It's released as what's called the Tiananmen Papers. And if you go read those Tiananmen Papers, it's a number of speeches given by Chinese Communist Party leaders surrounding the discussion with regard to how they're going to deal with the protests in Tiananmen Square. And when you look at those discussions and the aftermath of the Chinese Communist Party led regime, they change very drastically from that point on to be much more ideologically oriented without forsaking their access to innovation, technology, talent and capital from the West. So they've designed their system based on their need to control the way the Chinese Communist Party think about the world. And they've been very effective at that using technology to do that. So, you know, if you look at the tech companies, the major tech companies today, you know, they are very powerful in essentially setting kind of the mood, you know, what people think about things, their influencers on a large scale. The Chinese Communist Party has adopted that technology and those business models to essentially digitize authoritarianism in a way that allows them to control the motivations, the leanings, the really the personality, the character of the Chinese people in ways that, you know, unless they come out in their deep program. And I refer here to Lee Yuan, who's a New York Times reporter and really writes about this in one of her op-eds about the digital, you know, Facebook era of Chinese Communist Party ideology, ideological control and understanding that she had to deprogram herself before she could understand, you know, another point of view, a more free and more kind of absence of censorship kind of point of view that until you see that, you're never going to think in a certain way that allows for anything but what the Chinese Communist Party has essentially placed before you. Yeah",5,5,5,0.914,True,True
prompt4,", there's an old expression that someone says, I don't know who discovered water, but it definitely wasn't a fish because that's its reality. And if you grow up in that where the state controls all, the narrative is repeated to you. I mean, imagine growing up in North Korea and then someone telling you at 10 years old that the great leader is wrong, you know, you would have this visceral reaction as in, you",2,5,5,0.9279999999999999,True,True
prompt4,". Yeah, and you know, it's completely natural. And in fact, the more time they spend outside the country and because they travel with their social media systems, because they travel with Chinese language media everywhere is controlled by the Chinese Communist Party. We chat, weibo, all controlled and censored by the Chinese Communist Party. So these forms for, you know, getting on their Chinese language media and communicating, they don't leave those, that digital world when they go to the United States or they go to other free countries. They bring that with them, so they bring this ecosystem of influence. It doesn't go away. And so escaping that you really have to escape in some respects the Chinese language and really get immersed in the language that is different from your own so that you can begin to have a different point of view. Now, if you see interviews of Chinese students, whether they be in the United States or Australia, you say, you know, they'll say, well, do you love communism? Absolutely we love communism. communism is the best thing. And that's, you know, for the most part, when you walk the streets of China, that's the answer you get, but that's what's been inculcated in them from day one without any other idea allowed to enter their psyche. I'll give you an example. I'm in Taiwan earlier this year, monitoring elections, and I'm going around looking for the, I think it was a KMT campaign rally. And I was going to ask somebody, hey, how do you get to the KMT campaign rally? And I realized I was never taught, you know, in my Chinese, you know, classes, the word campaign rally. It doesn't exist in my vocabulary because I was taught to go live in communist China. So when you think about the power of language to really then control the way you, what you perceive in the world, you know, the fact that they probably never heard the word campaign rally and probably wouldn't understand what that meant is in a sort of democratic sense, really gives you an understanding of the power of language and the power of, you know, digital media and everything that's going on today to influence your foundations and what you think about the world.",7,5,5,0.922,True,True
prompt4,"Well, good. And I want to get into that in a bit more detail because I've had some guests recently that have said that the Chinese model is what's being planned for the West. And I want to get your thoughts on that lately as a brand we've been experiencing a little bit of that censorship on digital platforms, probably just in the beginning phases of that. Just to finish up on the coronavirus, you know, we've been told now in China and in Wuhan that there's no cases anymore. And yet I also hear that this CIA is monitoring the purchase of say funeral urns and those are spiking up. What do you think is the actual reality on the ground of coronavirus in China? And what do you think their game plan is for that virus for say the next couple of years when it comes to the world? Well,",4,5,5,0.9040000000000001,True,True
prompt4,I think we can probably expect that it's somewhat like other nations have experienced after they've essentially arrested the sharp exponential rise of the disease and they're on the kind of a backside. So I'm sure they're continuing to have infections and they're continuing to have deaths. They're just at a lower level and they're declining. And I think their goal now as a goal of many nations is to begin to put the nation back to work and to put the factories back to work and to ensure the citizens have jobs because that's what keeps them in power,3,5,5,0.9099999999999999,True,True
prompt4,"And I think they're starting to wake up to the fact that they're in a whole new world. They got a short term boost by ensuring that the rest of the world faced this economic calamity along with them and the fact that they were able to profit from the sale of PPE. But now they're left with the aftermath and the realization that the whole world really sees them for what they are now. And so there is going to be a reckoning and that reckoning is going to result in I think systemic decline in their economy over time. And I think they're coming to grips with that. And that's part of the report kind of saying that there's a concern that there might be armed confrontation. Of course, I think that's hyperbole. But it is nevertheless the case that relations between democracies and totalitarian China is really going to begin to be extremely afraid going forward and getting more",6,5,5,0.9099999999999999,True,True
prompt4,". Okay. And I do kind of want to go into that. But before we move on, like, you know, you're obviously pretty worldly, pretty, pretty smart guy. What is your read on the coronavirus pandemic and the reaction in the U.S. and how this is going to play",0,5,5,0.8299999999999998,True,True
prompt4,"? Well, you know, I keep going back to the reaction of Taiwan and there. I was in China in 2003 during the SARS outbreak with my family. And we lived in Shanghai and at the time, you know, the infection started in Guangzhou or somewhere in the southern China and spread. The other place hard hit was Beijing. And I always found it strange that Shanghai wasn't really hit that hard. And of course, we were eventually evacuated from China for the summer of 2003 until that was brought under control. But essentially the reaction was no different. And so I think, you know, in terms of, you know, looking at how the United States dealt with the coronavirus, I think we have to take a good hard look at the CDC. Why were we as prepared as Taiwan? Why did Taiwan send investigators over right away? Why did they not listen to the WHO? Why did they kind of do their own thing to protect their own population? Why did they not have to, you know, essentially arrest people for playing in parks because they didn't really shut the country down? But rather they relied on the citizens to do the right thing. Why did they function like we think a democracy should function in a pandemic? And why did the United States struggle to function in that way? You know, I think there's a lot to be said about, you know, how the CDC handled this. And I think it needs to be reformed. And I think clearly we're going to have to rethink our willingness to actually believe what the World Health Organization says when it comes to a potential pand",6,5,5,0.884,True,True
prompt4,"Well, I think the president's instincts with regard to, I think, just germs in general. I think probably helped him in the beginning stages. He was the first to say we need to ban flights to and from China in spite of the fact that the WHO and the CDC were saying we don't need to do that. Of course, turns out that was a good thing except we also didn't ban travel from Europe. Of course, how could he realize that the Chinese were really going to try to spread this disease by sending people to Europe? So I think in the beginning it was, you know, because of the president's instincts and despite what the CDC and the WHO were saying, I think he actually did pretty well because the CDC just quite frankly wasn't prepared for this. I think as time has gone on though that we have been too captured by the CDC in terms of what we're willing to do in terms of opening up the country. I think if you look at the nation, New York, New Jersey, very hard hit, the Eastern Seaboard, but you look at the rest of the country, I mean, we were not swamped in ICUs. We were not swamped in our hospitals and we've essentially destroyed the economy. 20% of the population is unemployed or 20% of the workforce is unemployed. All of these things are, I mean, depression, era type challenges, economic challenges, and probably we didn't need to treat the entire country the way we treated New York. So I think in the beginning, good. I think as time wore on, we kept those controls in place for far too long and the country is big and as diverse as ours",7,5,5,0.8699999999999999,True,True
prompt4,"work? I think we need to get America back to work. I think we need to get the world back to work. This disease is going to be with us for a while and if it is 12 to 18 months before we have some kind of prophylactic or vaccine, we can't shut the world down for 12 to 18 months. It's just not the way humans",3,5,5,0.898,True,True
prompt4,"live. I had Robert F. Kennedy Jr. on a couple days ago and he quoted a stat. I don't know if he's right, but it doesn't sound far off that for every 1% drop or 1% raise in unemployment or in the employment rate, it leads to 37,000 deaths, 4,000 people in prison and another 3,000 mental health issues. He's talking about unemployment going from 3% to 33%. Now whether those numbers are off by a factor of two or three, that's potentially a lot of deaths from stopping the economy, let alone from coronavirus.",4,5,5,0.8860000000000001,True,True
prompt4,"Well, this happens in policymaking and government. Many times we don't think of the second and third-order effects of our actions and that's what you're talking about. You're talking about the implications of taking one course of action exclusively over another. I said within a week of us being shut down that we needed to basically put in place measures so that people could get back to work and protect themselves, put masks on, do social distancing but go back to work. For those that are most vulnerable, they have comorbidity or they have their elderly. Maybe keep them isolated for more of that time. Then to have a more of a nuanced approach to how we implement policy, kind of like Taiwan. Now if we'd done that, I think we wouldn't have as much economic devastation as we've had. But it's something that I think is challenging for any government really is to implement nuanced policy. It tends to be either one thing or the other and when you have policy like that, you have second and third-order consequences that quite often get masked in the process.",5,5,5,0.884,True,True
prompt4,", no indeed. I'd love to drive in a little bit more of your IP and again, I highly recommend people to stay with us because when it comes to you explaining your thoughts on technology, 5G, what we can learn with what China does with technology and what might be coming to the West, it's fascinating stuff. A quote from your book, I think it is, you said data as a strategic resource like oil in the 20th century and we need a national security policy around it. Can you explain that concept to people, especially people that might not be able to understand what you're talking about when you say data is as important as a commodity? Yeah",3,5,5,0.906,True,True
