pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,future_horizon,true_future_turn_id,true_future_turn_idx,true_future_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,context_explicit_count,context_assumption_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,requires_legacy_score_rescore,requires_rescore_conditions_json,available_conditions_json
political:47128:6:7:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:6,6,1,political:47128:7,7,Assert / Elaborate,339,104,10,3,10,3,40,12,True,[16],[17],25,True,6b193a8ca82db89d7119b098dc8331dfc66e8ad7057e7c0c8d8d0f4912b56e48,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:6:9:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:6,6,3,political:47128:9,9,Assert / Elaborate,339,104,10,3,10,3,40,12,True,[16],[19],25,True,7df929b388acd7684f6323b1a2612e7ca7d64798b94ef63781ac1b4762fb028c,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:6:11:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:6,6,5,political:47128:11,11,Assert / Elaborate,339,104,10,3,10,3,40,12,True,[16],[21],25,True,eb4f2a15533c85e171854eaf651448cf6981c95d6c565f724797332e5c101f86,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:7:8:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:7,7,1,political:47128:8,8,Clarification Request (Specific),366,105,10,3,10,3,40,12,True,[17],[18],25,True,2f3a1c44da408b617ddd53c2a45e4e83f95ba8d7eefaa186d34c36e4b61ad5ef,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:7:10:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:7,7,3,political:47128:10,10,Topic Shift,366,105,10,3,10,3,40,12,True,[17],[20],25,True,0f8d6e9c91475238a6ec874a2bb7ffedddfac831bf3a22db8ce7b66b0b5d5e7e,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:7:12:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:7,7,5,political:47128:12,12,Correction / Challenge,366,105,10,3,10,3,40,12,True,[17],[22],25,True,fae511e1bd9e97cb6dc230cf55cba82d36607af01df62ecabba74ccbcc1ace55,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:8:9:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:8,8,1,political:47128:9,9,Assert / Elaborate,117,105,7,3,5,3,37,12,True,[18],[19],25,True,dd69bef197ab14f6cd1435dee9f18c5f5f3595a8116e35c88169d1823f445557,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:8:11:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:8,8,3,political:47128:11,11,Assert / Elaborate,117,105,7,3,5,3,37,12,True,[18],[21],25,True,69135195264d78345d76b5b50cdf363ab6b60c4c8af143f7d0b5386aa0bdd2f0,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:8:13:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:8,8,5,political:47128:13,13,Assert / Elaborate,117,105,7,3,5,3,37,12,True,[18],[23],25,True,a9bcc5cb4fd8824f2881f0a69f7ca5be0c2eddd0f162ef64d07d399e1b86ff62,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:9:10:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:9,9,1,political:47128:10,10,Topic Shift,286,100,8,3,8,3,35,12,True,[19],[20],25,True,aa2ba6a140a483d9687df239a4f3dcbae46c5f1375712abb04add01b30c8563d,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:9:12:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:9,9,3,political:47128:12,12,Correction / Challenge,286,100,8,3,8,3,35,12,True,[19],[22],25,True,3dfb7aaa717c0c8e2a9ac43d747c29a068150ead321626b64060f5130259a366,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:9:14:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:9,9,5,political:47128:14,14,Topic Shift,286,100,8,3,8,3,35,12,True,[19],[24],25,True,04f686818ea6c6b8397fbaf8c34e1a5e03cdf9e10f10fa5ba28a0ca4710e07c7,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:10:11:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:10,10,1,political:47128:11,11,Assert / Elaborate,344,104,10,3,9,3,35,12,True,[20],[21],25,True,1b4e57cb315f8321a30a94d99dbf4a456a62c214dd7d744883262afb7c1691f7,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:10:13:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:10,10,3,political:47128:13,13,Assert / Elaborate,344,104,10,3,9,3,35,12,True,[20],[23],25,True,660c31e8d4e497f883608711f46f0260c08a89ac506eecf5fab06b246a76ab13,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:10:15:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:10,10,5,political:47128:15,15,Assert / Elaborate,344,104,10,3,9,3,35,12,True,[20],[25],25,True,dd0014edc716a84e26cdc26917d54f1c0b403bccb7f914d2580427402704ab1c,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:11:12:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:11,11,1,political:47128:12,12,Correction / Challenge,635,109,10,3,10,3,35,12,True,[21],[22],25,True,f01ebfba9d1d89dbe1f348804637a0b7ce403f0c5ed53db4eab4817cf86c3c9c,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:11:14:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:11,11,3,political:47128:14,14,Topic Shift,635,109,10,3,10,3,35,12,True,[21],[24],25,True,d1043e6eb2b1a4fe87803a6da7f393da84c6b0f339e35f562b235015aa282550,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:11:16:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:11,11,5,political:47128:16,16,Assert / Elaborate,635,109,10,3,10,3,35,12,True,[21],[26],25,True,931194ed28f74227a900cad3b0c42620faf373b40df7711cdde56c76218c6c16,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:12:13:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:12,12,1,political:47128:13,13,Assert / Elaborate,117,105,9,3,10,3,37,12,True,[22],[23],25,True,0f767936a3ab5f2c788c35057ef3a95cd386d575dbe21c35b08b39f7cf0fa08c,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:12:15:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:12,12,3,political:47128:15,15,Assert / Elaborate,117,105,9,3,10,3,37,12,True,[22],[25],25,True,ff9085bc7673dbf0a9ce053ee6cafc577082c5da0c6071a8b94e8effad61b25c,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:12:17:h5,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:12,12,5,political:47128:17,17,Assert / Elaborate,117,105,9,3,10,3,37,12,True,[22],[27],25,True,8817ac06de9fd24786cc818b4b2d32dc83b03103ecc9cb36077e3a2f5dbe2239,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:13:14:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:13,13,1,political:47128:14,14,Topic Shift,241,106,10,3,9,3,39,12,True,[23],[24],25,True,688ec2eda70f3072ce028e6e41a24b229956369206dd1b4a8034bfff4958b9e0,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:13:16:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:13,13,3,political:47128:16,16,Assert / Elaborate,241,106,10,3,9,3,39,12,True,[23],[26],25,True,39b3e3731b7ac107c40fecd3db127f085bb7552185c3cfb6a597ac6187e9360d,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:14:15:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:14,14,1,political:47128:15,15,Assert / Elaborate,324,104,10,3,8,3,39,12,True,[24],[25],25,True,5dd1cb3b936c2f67c068f179f610e042130fc5d91d26c4f46b3abfeef718f84d,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:14:17:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:14,14,3,political:47128:17,17,Assert / Elaborate,324,104,10,3,8,3,39,12,True,[24],[27],25,True,6521f53f6dbcfa70757355066b96fca0ac44cd25e4160dbd395bf6b1df4d7141,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:15:16:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:15,15,1,political:47128:16,16,Assert / Elaborate,649,103,10,3,10,3,39,12,True,[25],[26],25,True,3af616418bd8b7abd7d85dba702a56cefe934df2de246fb745114b867727f4a3,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:16:17:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:16,16,1,political:47128:17,17,Assert / Elaborate,259,102,10,3,10,3,40,12,True,[26],[27],25,True,818bbe03fd903a0a9acabc4d9601e6796b78da201a360ec66fdab307a63d3fef,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:18:19:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:18,18,1,political:47128:19,19,Correction / Challenge,237,103,0,0,0,3,25,9,True,[30],[31],25,True,17209e0098d68c4508d578339154d34727697dcde425621f62e5e52598535926,,False,[],"[""raw_history_b256""]"
political:47128:19:20:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:19,19,1,political:47128:20,20,Assert / Elaborate,54,54,4,3,4,3,19,9,True,[31],[32],25,True,98af56edf4c56d6b058eff8963d116adfea9c89c654027108bc7e1b5c323922b,,True,"[""raw_history_same_episode_random_turn_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:24:25:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:24,24,1,political:47128:25,25,Assert / Elaborate,222,103,10,3,10,3,37,12,True,[40],[41],25,True,9385db5db5e49cbd919931f805547e4a6fa0dda915889b6308866ff33de422c4,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:24:27:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:24,24,3,political:47128:27,27,Assert / Elaborate,222,103,10,3,10,3,37,12,True,[40],[43],25,True,f81f4a250dc4c2bf7066acdc9bbd3412f7fe0b3de34f9f8a878e33f8c307e5b6,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:25:26:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:25,25,1,political:47128:26,26,Assert / Elaborate,432,105,10,3,10,3,37,12,True,[41],[42],25,True,3f03e5a606a8f01991884e6886908bde9b1a6b9ea8266289a37e0a14396d9ce4,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:25:28:h3,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:25,25,3,political:47128:28,28,Assert / Elaborate,432,105,10,3,10,3,37,12,True,[41],[44],25,True,ac903164aa95019714025f149276a8efca67ae3bae9776dd9f0a66b8331f0517,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:26:27:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:26,26,1,political:47128:27,27,Assert / Elaborate,196,106,8,3,6,3,38,12,True,[42],[43],25,True,f47d54e460e01bced99d3dc6182a781dd9e27a71ee9e1d89305f7bc9d41e809d,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:27:28:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:27,27,1,political:47128:28,28,Assert / Elaborate,455,106,10,3,10,3,38,12,True,[43],[44],25,True,c638209d29599c0984ccbd973d9519a2d35716ded40ca1b021f1678cb80904a1,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47128:29:30:h1,political,47128,data_cleaned/conversation_moves_labeled/political/47128.json,political:47128:29,29,1,political:47128:30,30,Topic Shift,70,70,7,3,7,3,32,12,True,[47],[48],25,True,815b8455186644a873f1f80b6f16bb168087ba85b6f76ff77c917e96fb08774f,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:2:3:h1,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:2,2,1,political:47129:3,3,Assert / Elaborate,118,104,7,3,5,2,27,9,True,[6],[7],25,True,69e0a7c764e997b27909eee3128b775d193ebbddf14e1a7c93e7cd6eceba21da,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:2:5:h3,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:2,2,3,political:47129:5,5,Assert / Elaborate,118,104,7,3,5,2,27,9,True,[6],[9],25,True,505a2ca9446be65cfec4a4392bcd5442efce2b55af95a4f41493d6a4b9ec377c,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:2:7:h5,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:2,2,5,political:47129:7,7,Assert / Elaborate,118,104,7,3,5,2,27,9,True,[6],[11],25,True,e0b5bc35c284a393a2b8fe45ead745980f07d963a157b8d356ecf02854db327b,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:3:4:h1,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:3,3,1,political:47129:4,4,Correction / Challenge,347,103,9,3,9,3,36,12,True,[7],[8],25,True,02799b142fdaac877710e8bbbfe5d1df87010cea4f472c8cd5c2e6786cc82746,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:3:6:h3,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:3,3,3,political:47129:6,6,Correction / Challenge,347,103,9,3,9,3,36,12,True,[7],[10],25,True,dd5041baf1db8eb02692a61e1fc906db0fa77ed48cd4331e4fd9c90bd6ada392,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:4:5:h1,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:4,4,1,political:47129:5,5,Assert / Elaborate,177,105,9,3,7,3,35,12,True,[8],[9],25,True,a60af4a906d40a7e4c9d4cde645eea1977487d5b2cf69421d2a4e5e73f2c3504,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:4:7:h3,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:4,4,3,political:47129:7,7,Assert / Elaborate,177,105,9,3,7,3,35,12,True,[8],[11],25,True,777cd01a9e6121250e4af352f45715750f75a824efa53fd42dcc5cb22a424b4a,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
political:47129:5:6:h1,political,47129,data_cleaned/conversation_moves_labeled/political/47129.json,political:47129:5,5,1,political:47129:6,6,Correction / Challenge,159,108,8,3,8,3,33,12,True,[9],[10],25,True,22103ad11a144327b51d79c15da53170d5bd922cb09b70bae2f9d48a83a66d76,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
